date,item_name,current_stock,consumed,expired,expiring_soon,stock_value
2026-06-30,Paracetamol,513,7,0,0,206676.19
2026-06-30,Amoxicillin,2230,95,10,0,650401.49
2026-06-30,Insulin,1037,59,0,0,120240.14
2026-06-30,Antibiotics,2059,195,0,0,29568.38
2026-06-30,IV Fluids,3633,126,0,0,1197578.8
2026-06-30,Syringes,1032,24,0,0,263074.73
2026-06-30,Bandages,1992,52,0,0,483712.76
2026-06-30,O2 Cylinders,2179,23,0,0,864828.85
2026-07-01,Paracetamol,3731,74,0,0,216412.25
2026-07-01,Amoxicillin,236,22,0,0,65764.87
2026-07-01,Insulin,4208,358,0,0,1778017.11
2026-07-01,Antibiotics,4623,223,0,0,887763.26
2026-07-01,IV Fluids,4451,49,0,0,998305.66
2026-07-01,Syringes,2074,91,0,0,559196.8
2026-07-01,Bandages,928,91,0,100,231622.07
2026-07-01,O2 Cylinders,91,2,0,0,17868.9
2026-07-02,Paracetamol,2023,199,0,0,868240.67
2026-07-02,Amoxicillin,2725,35,0,0,1082136.02
2026-07-02,Insulin,1812,152,0,0,153639.92
2026-07-02,Antibiotics,90,5,0,0,18238.53
2026-07-02,IV Fluids,4086,216,0,0,561179.59
2026-07-02,Syringes,2181,202,0,0,369652.17
2026-07-02,Bandages,4957,99,0,0,1620181.79
2026-07-02,O2 Cylinders,3827,183,0,0,1353953.79
2026-07-03,Paracetamol,4518,244,0,0,1034415.47
2026-07-03,Amoxicillin,4436,421,166,0,475184.56
2026-07-03,Insulin,3582,344,0,0,871546.82
2026-07-03,Antibiotics,4082,61,0,361,1255012.32
2026-07-03,IV Fluids,1657,132,0,0,356275.47
2026-07-03,Syringes,4141,64,0,0,1197632.05
2026-07-03,Bandages,3069,63,0,0,1331960.67
2026-07-03,O2 Cylinders,1045,98,0,0,499686.69
2026-07-04,Paracetamol,2915,89,0,0,640138.98
2026-07-04,Amoxicillin,2529,103,89,0,60799.18
2026-07-04,Insulin,4496,330,0,0,123599.24
2026-07-04,Antibiotics,1738,66,0,0,404072.49
2026-07-04,IV Fluids,4137,57,96,0,1040209.89
2026-07-04,Syringes,2101,36,0,0,1045814.14
2026-07-04,Bandages,3323,318,0,0,513107.36
2026-07-04,O2 Cylinders,1588,48,0,0,80357.25
2026-07-05,Paracetamol,4429,356,0,0,363704.76
2026-07-05,Amoxicillin,3267,230,0,0,581408.6
2026-07-05,Insulin,823,38,0,0,366404.03
2026-07-05,Antibiotics,788,39,0,63,271437.22
2026-07-05,IV Fluids,1613,18,0,0,593441.39
2026-07-05,Syringes,3688,129,0,0,1217332.52
2026-07-05,Bandages,144,5,0,0,12457.48
2026-07-05,O2 Cylinders,2770,169,0,0,958508.0
2026-07-06,Paracetamol,3095,206,0,0,999216.05
2026-07-06,Amoxicillin,37,3,0,0,5630.85
2026-07-06,Insulin,982,66,0,0,86073.09
2026-07-06,Antibiotics,3080,297,0,0,306576.47
2026-07-06,IV Fluids,4779,239,0,634,2111765.85
2026-07-06,Syringes,2787,121,0,0,287951.72
2026-07-06,Bandages,2088,65,0,0,984411.62
2026-07-06,O2 Cylinders,4457,146,0,0,2198801.47
2026-07-07,Paracetamol,2035,54,59,0,972650.7
2026-07-07,Amoxicillin,4993,167,0,157,568836.38
2026-07-07,Insulin,293,5,0,0,114045.46
2026-07-07,Antibiotics,1622,112,0,0,150256.4
2026-07-07,IV Fluids,2810,277,0,393,796436.75
2026-07-07,Syringes,2164,109,0,0,139481.95
2026-07-07,Bandages,3311,166,0,0,1389249.8
2026-07-07,O2 Cylinders,3928,217,0,0,1227917.49
2026-07-08,Paracetamol,2656,46,0,0,89815.69
2026-07-08,Amoxicillin,1383,103,0,13,675087.66
2026-07-08,Insulin,2161,102,0,0,977130.05
2026-07-08,Antibiotics,4862,247,0,0,1773203.16
2026-07-08,IV Fluids,2330,104,0,0,835999.16
2026-07-08,Syringes,1088,32,0,0,98683.42
2026-07-08,Bandages,1491,123,0,0,695134.76
2026-07-08,O2 Cylinders,432,30,0,0,209862.83
2026-07-09,Paracetamol,4292,304,0,0,27332.23
2026-07-09,Amoxicillin,898,25,0,0,193610.55
2026-07-09,Insulin,4084,116,0,0,1058678.29
2026-07-09,Antibiotics,2331,103,0,0,528733.97
2026-07-09,IV Fluids,1583,73,0,0,698245.59
2026-07-09,Syringes,2158,107,0,0,118134.92
2026-07-09,Bandages,3193,202,0,0,665774.18
2026-07-09,O2 Cylinders,3945,375,0,0,1373206.08
2026-07-10,Paracetamol,3461,129,0,0,290942.88
2026-07-10,Amoxicillin,26,2,0,0,2867.7
2026-07-10,Insulin,4179,76,0,0,1112287.51
2026-07-10,Antibiotics,4889,394,0,0,2132915.58
2026-07-10,IV Fluids,2083,139,0,0,414302.25
2026-07-10,Syringes,539,27,0,0,4762.75
2026-07-10,Bandages,713,41,0,0,218629.69
2026-07-10,O2 Cylinders,3751,210,0,0,1673335.82
2026-07-11,Paracetamol,4912,148,0,190,1329241.69
2026-07-11,Amoxicillin,2463,77,0,0,747140.48
2026-07-11,Insulin,2048,140,0,0,881852.24
2026-07-11,Antibiotics,1786,79,0,96,655009.93
2026-07-11,IV Fluids,2693,145,0,0,1148432.17
2026-07-11,Syringes,3682,91,44,0,941323.55
2026-07-11,Bandages,3883,225,0,0,1064313.35
2026-07-11,O2 Cylinders,1189,17,8,0,381692.02
2026-07-12,Paracetamol,4430,389,0,0,1908927.22
2026-07-12,Amoxicillin,3782,312,101,0,41591.37
2026-07-12,Insulin,2617,78,0,0,1020021.4
2026-07-12,Antibiotics,3223,261,0,0,564737.48
2026-07-12,IV Fluids,4586,382,0,0,796192.19
2026-07-12,Syringes,1415,139,111,0,558789.36
2026-07-12,Bandages,4735,124,0,0,1714101.55
2026-07-12,O2 Cylinders,932,62,0,0,79081.05
2026-07-13,Paracetamol,2743,147,0,0,600426.85
2026-07-13,Amoxicillin,885,40,0,0,343091.92
2026-07-13,Insulin,815,37,0,0,370878.11
2026-07-13,Antibiotics,4558,364,0,0,217331.51
2026-07-13,IV Fluids,2414,107,0,0,1177867.31
2026-07-13,Syringes,3355,153,0,0,397847.41
2026-07-13,Bandages,3702,107,0,0,949884.9
2026-07-13,O2 Cylinders,987,76,0,0,145694.34
2026-07-14,Paracetamol,4668,238,0,0,2202587.9
2026-07-14,Amoxicillin,4765,115,0,0,1545947.91
2026-07-14,Insulin,2737,100,0,0,288977.7
2026-07-14,Antibiotics,3982,215,0,0,481101.42
2026-07-14,IV Fluids,1765,159,0,0,648919.21
2026-07-14,Syringes,247,13,0,0,88265.48
2026-07-14,Bandages,3810,56,216,0,1704348.97
2026-07-14,O2 Cylinders,1887,130,0,0,121661.14
2026-07-15,Paracetamol,3691,56,0,0,1045863.16
2026-07-15,Amoxicillin,505,23,0,0,111689.48
2026-07-15,Insulin,971,87,0,0,198646.2
2026-07-15,Antibiotics,2337,103,0,0,115578.49
2026-07-15,IV Fluids,4231,291,0,0,237258.49
2026-07-15,Syringes,925,76,0,0,301465.88
2026-07-15,Bandages,1036,76,0,0,13060.56
2026-07-15,O2 Cylinders,686,46,0,0,63680.59
2026-07-16,Paracetamol,3257,41,0,0,1284265.94
2026-07-16,Amoxicillin,1583,73,0,0,719837.36
2026-07-16,Insulin,3806,226,0,0,1669917.74
2026-07-16,Antibiotics,4609,91,0,0,1854147.85
2026-07-16,IV Fluids,1572,93,0,0,225463.62
2026-07-16,Syringes,724,58,69,0,300037.75
2026-07-16,Bandages,1642,98,0,0,692261.61
2026-07-16,O2 Cylinders,719,9,0,0,90599.66
2026-07-17,Paracetamol,4251,323,0,0,1485921.96
2026-07-17,Amoxicillin,4779,120,0,0,898605.69
2026-07-17,Insulin,3466,123,0,0,41551.31
2026-07-17,Antibiotics,4595,192,0,0,2189311.92
2026-07-17,IV Fluids,3444,202,0,0,1203185.43
2026-07-17,Syringes,3590,165,0,0,1512521.87
2026-07-17,Bandages,2385,107,0,0,1024874.79
2026-07-17,O2 Cylinders,3783,199,0,0,887951.8
2026-07-18,Paracetamol,4759,385,174,0,589528.35
2026-07-18,Amoxicillin,3759,372,0,0,1171227.9
2026-07-18,Insulin,1148,100,0,0,147609.3
2026-07-18,Antibiotics,3821,358,0,199,1184881.27
2026-07-18,IV Fluids,4138,97,0,0,328679.37
2026-07-18,Syringes,3462,248,0,0,1589910.08
2026-07-18,Bandages,780,55,0,0,104274.56
2026-07-18,O2 Cylinders,1692,61,0,0,206175.26
2026-07-19,Paracetamol,3134,269,0,0,1358684.02
2026-07-19,Amoxicillin,3271,243,0,0,1362849.73
2026-07-19,Insulin,4348,339,0,0,66633.72
2026-07-19,Antibiotics,2165,157,0,0,649867.95
2026-07-19,IV Fluids,1087,96,0,0,304819.03
2026-07-19,Syringes,2707,46,0,0,418189.92
2026-07-19,Bandages,4338,68,0,0,1078474.11
2026-07-19,O2 Cylinders,2667,126,0,0,41159.62
2026-07-20,Paracetamol,3087,168,0,0,361935.19
2026-07-20,Amoxicillin,3637,103,0,696,1160414.81
2026-07-20,Insulin,2760,64,0,40,27015.22
2026-07-20,Antibiotics,2611,145,64,0,1153358.08
2026-07-20,IV Fluids,4536,359,0,864,2061298.04
2026-07-20,Syringes,3496,154,0,0,1401392.65
2026-07-20,Bandages,2970,174,0,270,259342.82
2026-07-20,O2 Cylinders,143,8,0,0,2298.49
2026-07-21,Paracetamol,329,17,0,0,77728.49
2026-07-21,Amoxicillin,1705,142,0,0,404409.83
2026-07-21,Insulin,931,77,0,0,306483.46
2026-07-21,Antibiotics,4755,223,0,0,233175.59
2026-07-21,IV Fluids,1290,59,0,0,510592.7
2026-07-21,Syringes,4255,95,0,0,1307259.3
2026-07-21,Bandages,493,36,0,0,187643.33
2026-07-21,O2 Cylinders,3871,225,0,0,363079.31
2026-07-22,Paracetamol,2704,85,0,385,643016.44
2026-07-22,Amoxicillin,1122,105,0,211,320131.92
2026-07-22,Insulin,1241,93,0,0,80934.01
2026-07-22,Antibiotics,1512,138,0,0,718582.81
2026-07-22,IV Fluids,1489,123,0,0,392235.44
2026-07-22,Syringes,2811,269,0,0,1234113.81
2026-07-22,Bandages,1339,93,0,0,321189.14
2026-07-22,O2 Cylinders,2502,175,0,0,354527.39
2026-07-23,Paracetamol,478,13,0,0,188824.58
2026-07-23,Amoxicillin,1109,31,0,0,345192.79
2026-07-23,Insulin,4353,269,0,824,262864.03
2026-07-23,Antibiotics,2538,208,48,0,117754.35
2026-07-23,IV Fluids,1690,117,129,0,287299.0
2026-07-23,Syringes,4813,311,0,0,1548898.04
2026-07-23,Bandages,1726,126,0,0,390418.13
2026-07-23,O2 Cylinders,263,10,0,0,20257.86
2026-07-24,Paracetamol,4997,74,0,0,967268.08
2026-07-24,Amoxicillin,3281,34,0,0,603666.1
2026-07-24,Insulin,3121,34,201,0,698812.42
2026-07-24,Antibiotics,3981,252,0,0,860340.79
2026-07-24,IV Fluids,534,22,0,0,234878.35
2026-07-24,Syringes,1119,49,0,0,425817.46
2026-07-24,Bandages,2174,187,0,0,435969.44
2026-07-24,O2 Cylinders,4102,73,0,465,1981853.03
2026-07-25,Paracetamol,3856,279,0,0,992140.36
2026-07-25,Amoxicillin,3125,215,0,0,1178783.24
2026-07-25,Insulin,3440,268,0,0,1222186.75
2026-07-25,Antibiotics,954,57,0,0,335198.38
2026-07-25,IV Fluids,1770,163,0,0,24885.76
2026-07-25,Syringes,4826,168,0,423,2071344.29
2026-07-25,Bandages,1353,133,0,0,625691.26
2026-07-25,O2 Cylinders,3897,143,0,0,301512.36
2026-07-26,Paracetamol,3923,320,0,0,1756164.98
2026-07-26,Amoxicillin,425,4,0,0,62714.38
2026-07-26,Insulin,2257,126,0,0,612141.01
2026-07-26,Antibiotics,3907,334,341,4,1617788.85
2026-07-26,IV Fluids,3983,76,160,0,858057.5
2026-07-26,Syringes,2884,104,0,110,1066539.08
2026-07-26,Bandages,3907,167,0,439,304962.08
2026-07-26,O2 Cylinders,3809,341,0,0,743121.15
2026-07-27,Paracetamol,2524,153,0,0,888204.32
2026-07-27,Amoxicillin,1816,44,0,0,618899.82
2026-07-27,Insulin,3997,399,0,0,261477.2
2026-07-27,Antibiotics,2441,173,0,0,969920.12
2026-07-27,IV Fluids,3869,229,304,0,477614.82
2026-07-27,Syringes,3637,139,96,438,892924.36
2026-07-27,Bandages,1528,81,0,0,13878.05
2026-07-27,O2 Cylinders,4610,331,139,0,1648387.86
2026-07-28,Paracetamol,4374,120,0,0,586139.84
2026-07-28,Amoxicillin,1798,109,0,0,432489.53
2026-07-28,Insulin,4367,178,0,0,736636.91
2026-07-28,Antibiotics,2173,137,0,0,186481.05
2026-07-28,IV Fluids,2811,270,0,0,1231730.79
2026-07-28,Syringes,1555,120,0,0,610806.26
2026-07-28,Bandages,1343,69,0,218,109157.43
2026-07-28,O2 Cylinders,3741,52,0,0,656398.38
2026-07-29,Paracetamol,1955,186,170,0,64976.68
2026-07-29,Amoxicillin,3939,332,0,0,23696.62
2026-07-29,Insulin,1105,61,0,0,289004.64
2026-07-29,Antibiotics,1810,115,0,303,196879.99
2026-07-29,IV Fluids,708,68,0,89,17299.06
2026-07-29,Syringes,4419,124,0,577,579910.69
2026-07-29,Bandages,3567,45,0,0,583180.44
2026-07-29,O2 Cylinders,2529,204,0,0,132855.64
2026-07-30,Paracetamol,3815,302,0,0,1450551.75
2026-07-30,Amoxicillin,228,7,0,19,89239.42
2026-07-30,Insulin,1415,127,0,0,224287.4
2026-07-30,Antibiotics,1327,62,0,0,518063.41
2026-07-30,IV Fluids,3090,200,0,0,465726.36
2026-07-30,Syringes,3357,174,0,0,1403651.7
2026-07-30,Bandages,2957,165,0,0,1072597.2
2026-07-30,O2 Cylinders,2862,65,0,0,634835.53
2026-07-31,Paracetamol,4119,172,0,0,2048430.34
2026-07-31,Amoxicillin,3503,206,0,0,1209418.51
2026-07-31,Insulin,225,22,0,19,13307.18
2026-07-31,Antibiotics,4498,416,0,0,978668.71
2026-07-31,IV Fluids,3219,102,0,0,446662.46
2026-07-31,Syringes,3928,42,0,0,1953247.41
2026-07-31,Bandages,927,47,0,0,239445.89
2026-07-31,O2 Cylinders,1913,167,0,0,12044.37
2026-08-01,Paracetamol,3716,132,0,677,343144.53
2026-08-01,Amoxicillin,1295,86,0,0,78951.37
2026-08-01,Insulin,4888,236,0,0,1707051.81
2026-08-01,Antibiotics,3062,147,0,0,1508652.69
2026-08-01,IV Fluids,3929,331,0,0,566017.11
2026-08-01,Syringes,202,17,0,0,24841.36
2026-08-01,Bandages,155,15,0,26,1729.35
2026-08-01,O2 Cylinders,4912,402,0,0,1754606.85
2026-08-02,Paracetamol,1610,140,0,0,570473.1
2026-08-02,Amoxicillin,1580,44,0,0,666151.78
2026-08-02,Insulin,986,64,0,0,172038.04
2026-08-02,Antibiotics,502,47,0,40,46357.6
2026-08-02,IV Fluids,1114,99,0,63,256087.75
2026-08-02,Syringes,4669,454,0,0,654904.09
2026-08-02,Bandages,4894,284,0,0,1779652.02
2026-08-02,O2 Cylinders,4498,343,0,0,401834.51
2026-08-03,Paracetamol,2210,76,0,0,402000.09
2026-08-03,Amoxicillin,4874,263,0,0,193062.3
2026-08-03,Insulin,1547,41,0,0,162417.2
2026-08-03,Antibiotics,4420,92,0,0,1983083.98
2026-08-03,IV Fluids,104,6,0,0,11731.57
2026-08-03,Syringes,2387,111,0,0,69547.42
2026-08-03,Bandages,2858,34,0,0,223663.25
2026-08-03,O2 Cylinders,837,30,39,0,162028.11
2026-08-04,Paracetamol,3738,116,0,0,1530008.87
2026-08-04,Amoxicillin,4249,168,0,0,376098.21
2026-08-04,Insulin,1720,100,0,0,115515.51
2026-08-04,Antibiotics,4461,166,0,0,716978.5
2026-08-04,IV Fluids,4735,312,0,553,1131160.55
2026-08-04,Syringes,438,23,0,0,57045.97
2026-08-04,Bandages,1518,148,0,0,179404.52
2026-08-04,O2 Cylinders,1965,84,0,0,776499.03
2026-08-05,Paracetamol,791,9,0,140,243418.77
2026-08-05,Amoxicillin,1774,121,0,0,119250.96
2026-08-05,Insulin,1353,68,0,0,513335.69
2026-08-05,Antibiotics,2711,36,0,225,89034.15
2026-08-05,IV Fluids,3138,290,0,0,1458690.29
2026-08-05,Syringes,4634,335,0,0,628267.24
2026-08-05,Bandages,1841,100,0,0,570114.71
2026-08-05,O2 Cylinders,4091,120,0,0,931337.42
2026-08-06,Paracetamol,685,46,0,0,44403.53
2026-08-06,Amoxicillin,4965,107,355,0,548556.05
2026-08-06,Insulin,4896,245,0,0,2078081.12
2026-08-06,Antibiotics,852,52,0,0,201989.19
2026-08-06,IV Fluids,276,24,0,32,130917.75
2026-08-06,Syringes,1285,106,0,240,220524.17
2026-08-06,Bandages,4204,408,0,0,106058.14
2026-08-06,O2 Cylinders,1337,14,0,0,655106.95
2026-08-07,Paracetamol,3619,231,0,0,386162.65
2026-08-07,Amoxicillin,4533,52,79,0,1069346.37
2026-08-07,Insulin,3647,167,0,0,584782.65
2026-08-07,Antibiotics,3621,58,0,0,887503.68
2026-08-07,IV Fluids,2109,180,0,0,542886.15
2026-08-07,Syringes,1081,84,0,0,220496.49
2026-08-07,Bandages,3532,173,0,0,1720287.26
2026-08-07,O2 Cylinders,4214,128,352,0,637136.35
2026-08-08,Paracetamol,751,62,0,0,45139.57
2026-08-08,Amoxicillin,4350,235,0,0,694560.22
2026-08-08,Insulin,4086,293,0,0,194299.73
2026-08-08,Antibiotics,853,17,70,0,186750.25
2026-08-08,IV Fluids,2573,245,0,0,327493.38
2026-08-08,Syringes,3390,278,0,0,705649.7
2026-08-08,Bandages,2599,152,0,0,1291992.82
2026-08-08,O2 Cylinders,4244,116,0,0,83177.44
2026-08-09,Paracetamol,134,7,0,0,35470.94
2026-08-09,Amoxicillin,3618,259,0,0,727717.07
2026-08-09,Insulin,4226,206,0,0,1756790.56
2026-08-09,Antibiotics,934,77,0,0,230357.29
2026-08-09,IV Fluids,991,89,0,0,239508.41
2026-08-09,Syringes,1562,146,0,0,728437.51
2026-08-09,Bandages,1471,110,0,0,22834.45
2026-08-09,O2 Cylinders,3801,253,0,0,1100921.85
2026-08-10,Paracetamol,480,17,0,0,34231.47
2026-08-10,Amoxicillin,1642,133,0,0,286191.89
2026-08-10,Insulin,3497,348,0,0,894373.08
2026-08-10,Antibiotics,3381,138,0,0,1261218.73
2026-08-10,IV Fluids,4254,323,0,0,184200.15
2026-08-10,Syringes,1210,116,0,0,323334.2
2026-08-10,Bandages,1251,78,0,0,494420.39
2026-08-10,O2 Cylinders,2378,203,0,0,687953.41
2026-08-11,Paracetamol,802,30,0,0,394626.48
2026-08-11,Amoxicillin,2620,108,0,0,583683.45
2026-08-11,Insulin,3503,86,0,0,265587.75
2026-08-11,Antibiotics,2548,171,0,0,167834.16
2026-08-11,IV Fluids,1580,118,0,0,767876.28
2026-08-11,Syringes,755,45,0,0,330034.96
2026-08-11,Bandages,348,10,0,0,119970.79
2026-08-11,O2 Cylinders,1331,115,0,0,489518.82
2026-08-12,Paracetamol,3550,163,0,0,277778.55
2026-08-12,Amoxicillin,736,43,0,0,298022.58
2026-08-12,Insulin,1874,150,0,0,297880.42
2026-08-12,Antibiotics,556,43,0,0,189890.7
2026-08-12,IV Fluids,3886,82,0,0,1164870.12
2026-08-12,Syringes,4687,215,0,0,1425368.8
2026-08-12,Bandages,4749,263,0,0,594370.01
2026-08-12,O2 Cylinders,4219,111,0,0,1380027.87
2026-08-13,Paracetamol,2777,223,0,0,150086.75
2026-08-13,Amoxicillin,166,10,0,0,49349.16
2026-08-13,Insulin,4078,191,0,42,777951.71
2026-08-13,Antibiotics,1855,130,0,0,123686.19
2026-08-13,IV Fluids,864,38,0,0,183046.91
2026-08-13,Syringes,2047,55,0,0,823651.23
2026-08-13,Bandages,2665,54,0,0,787316.82
2026-08-13,O2 Cylinders,2974,86,0,0,1442989.4
2026-08-14,Paracetamol,1167,115,0,0,139371.08
2026-08-14,Amoxicillin,3947,180,0,589,165276.6
2026-08-14,Insulin,1893,108,0,0,843036.94
2026-08-14,Antibiotics,1943,172,0,0,848431.23
2026-08-14,IV Fluids,2775,67,0,0,1252093.27
2026-08-14,Syringes,259,21,0,0,124427.17
2026-08-14,Bandages,454,32,0,0,81079.77
2026-08-14,O2 Cylinders,3481,110,0,272,909499.48
2026-08-15,Paracetamol,1922,117,160,0,690946.15
2026-08-15,Amoxicillin,3039,103,0,0,531807.83
2026-08-15,Insulin,4228,377,0,0,187899.07
2026-08-15,Antibiotics,608,32,0,0,294601.75
2026-08-15,IV Fluids,156,13,0,0,34412.05
2026-08-15,Syringes,2960,228,0,0,984835.22
2026-08-15,Bandages,1654,95,0,0,654951.57
2026-08-15,O2 Cylinders,1995,165,0,0,332676.52
2026-08-16,Paracetamol,2629,83,0,0,1046133.8
2026-08-16,Amoxicillin,276,17,0,0,32703.25
2026-08-16,Insulin,2582,206,0,0,608812.34
2026-08-16,Antibiotics,2888,244,0,0,724730.39
2026-08-16,IV Fluids,1374,102,0,0,588205.97
2026-08-16,Syringes,35,0,0,0,12479.47
2026-08-16,Bandages,1643,45,0,0,36928.44
2026-08-16,O2 Cylinders,4416,298,0,0,1994116.88
2026-08-17,Paracetamol,3633,334,0,0,997285.39
2026-08-17,Amoxicillin,4161,52,0,0,763789.96
2026-08-17,Insulin,4811,338,0,0,2036216.4
2026-08-17,Antibiotics,800,71,0,126,307392.4
2026-08-17,IV Fluids,4095,110,0,0,1286543.87
2026-08-17,Syringes,4347,306,0,0,948377.79
2026-08-17,Bandages,1139,33,0,0,359214.09
2026-08-17,O2 Cylinders,3994,88,262,0,910237.05
2026-08-18,Paracetamol,1466,41,0,0,74398.41
2026-08-18,Amoxicillin,2273,145,0,0,529566.05
2026-08-18,Insulin,3246,311,0,0,989721.79
2026-08-18,Antibiotics,1187,13,0,0,169406.96
2026-08-18,IV Fluids,966,60,51,0,250553.25
2026-08-18,Syringes,4448,336,0,0,823294.62
2026-08-18,Bandages,1182,105,0,0,17370.4
2026-08-18,O2 Cylinders,218,10,0,0,44775.0
2026-08-19,Paracetamol,2561,93,0,0,383668.65
2026-08-19,Amoxicillin,519,13,0,0,113948.72
2026-08-19,Insulin,1263,106,0,8,572931.55
2026-08-19,Antibiotics,3895,221,347,0,1359241.7
2026-08-19,IV Fluids,4251,349,0,0,1539127.5
2026-08-19,Syringes,985,58,52,167,318872.43
2026-08-19,Bandages,1945,127,0,0,210064.6
2026-08-19,O2 Cylinders,4190,318,86,0,1135803.92
2026-08-20,Paracetamol,1463,97,0,0,210008.91
2026-08-20,Amoxicillin,2584,187,0,514,846804.95
2026-08-20,Insulin,570,25,0,0,170240.09
2026-08-20,Antibiotics,3641,94,0,0,875872.2
2026-08-20,IV Fluids,3833,128,0,0,538733.06
2026-08-20,Syringes,4906,436,0,0,62769.15
2026-08-20,Bandages,1454,53,0,0,162399.28
2026-08-20,O2 Cylinders,1966,125,0,0,267883.44
2026-08-21,Paracetamol,3417,302,0,0,1355885.49
2026-08-21,Amoxicillin,1133,104,0,0,500807.85
2026-08-21,Insulin,4478,219,0,0,2089832.57
2026-08-21,Antibiotics,659,8,0,0,119734.86
2026-08-21,IV Fluids,898,58,0,0,382152.15
2026-08-21,Syringes,3119,222,0,0,121289.02
2026-08-21,Bandages,2148,106,0,0,268449.07
2026-08-21,O2 Cylinders,2552,243,0,341,869860.81
2026-08-22,Paracetamol,1784,140,0,0,283038.08
2026-08-22,Amoxicillin,4098,76,0,0,838848.68
2026-08-22,Insulin,4110,132,0,0,550597.96
2026-08-22,Antibiotics,2152,210,0,0,95223.53
2026-08-22,IV Fluids,494,47,0,0,168547.17
2026-08-22,Syringes,4148,368,0,84,913013.79
2026-08-22,Bandages,3468,235,0,0,172402.5
2026-08-22,O2 Cylinders,2046,177,0,0,766112.54
2026-08-23,Paracetamol,4883,126,0,0,1842041.02
2026-08-23,Amoxicillin,1047,79,0,0,321204.36
2026-08-23,Insulin,496,29,0,0,109976.11
2026-08-23,Antibiotics,1151,101,0,0,351330.35
2026-08-23,IV Fluids,664,16,0,0,93049.94
2026-08-23,Syringes,3331,50,0,0,34201.54
2026-08-23,Bandages,494,15,0,0,23252.0
2026-08-23,O2 Cylinders,476,37,0,0,25372.97
