date,department,revenue,expenses,net_revenue
2026-05-15,Emergency,104464,74756,29708
2026-05-16,Cardiology,95457,71961,23496
2026-05-16,Neurology,61702,46569,15133
2026-05-16,Orthopedics,77701,59754,17947
2026-05-16,General,49994,35516,14478
2026-05-16,Emergency,111624,67480,44144
2026-05-17,Cardiology,29207,19469,9738
2026-05-17,Neurology,68483,47206,21277
2026-05-17,Orthopedics,35787,25061,10726
2026-05-17,General,88756,56158,32598
2026-05-17,Emergency,151941,99022,52919
2026-05-18,Cardiology,142700,93331,49369
2026-05-18,Neurology,134879,102718,32161
2026-05-18,Orthopedics,123469,87409,36060
2026-05-18,General,61000,41935,19065
2026-05-18,Emergency,122421,97216,25205
2026-05-19,Cardiology,60896,46345,14551
2026-05-19,Neurology,107485,71334,36151
2026-05-19,Orthopedics,72993,53148,19845
2026-05-19,General,117169,81961,35208
2026-05-19,Emergency,159402,119813,39589
2026-05-20,Cardiology,69109,51106,18003
2026-05-20,Neurology,87480,68180,19300
2026-05-20,Orthopedics,86461,63098,23363
2026-05-20,General,121548,93203,28345
2026-05-20,Emergency,123942,76637,47305
2026-05-21,Cardiology,126499,91581,34918
2026-05-21,Neurology,65483,50383,15100
2026-05-21,Orthopedics,120200,73265,46935
2026-05-21,General,85344,52178,33166
2026-05-21,Emergency,107424,73341,34083
2026-05-22,Cardiology,66640,45833,20807
2026-05-22,Neurology,111782,68372,43410
2026-05-22,Orthopedics,68613,46462,22151
2026-05-22,General,129580,85994,43586
2026-05-22,Emergency,167180,113997,53183
2026-05-23,Cardiology,57907,40311,17596
2026-05-23,Neurology,67370,43860,23510
2026-05-23,Orthopedics,82931,55004,27927
2026-05-23,General,76773,53264,23509
2026-05-23,Emergency,143655,96212,47443
2026-05-24,Cardiology,27082,20350,6732
2026-05-24,Neurology,80460,51050,29410
2026-05-24,Orthopedics,84816,51143,33673
2026-05-24,General,60470,45263,15207
2026-05-24,Emergency,152826,98374,54452
2026-05-25,Cardiology,79755,61971,17784
2026-05-25,Neurology,90036,54475,35561
2026-05-25,Orthopedics,117864,88918,28946
2026-05-25,General,116416,84200,32216
2026-05-25,Emergency,86802,65963,20839
2026-05-26,Cardiology,123039,78148,44891
2026-05-26,Neurology,137007,101967,35040
2026-05-26,Orthopedics,52923,39698,13225
2026-05-26,General,113717,81094,32623
2026-05-26,Emergency,79822,59003,20819
2026-05-27,Cardiology,83748,60949,22799
2026-05-27,Neurology,98037,59743,38294
2026-05-27,Orthopedics,67203,50599,16604
2026-05-27,General,60953,45271,15682
2026-05-27,Emergency,134550,105842,28708
2026-05-28,Cardiology,150817,102375,48442
2026-05-28,Neurology,133668,96562,37106
2026-05-28,Orthopedics,111407,85500,25907
2026-05-28,General,121137,90183,30954
2026-05-28,Emergency,81682,53840,27842
2026-05-29,Cardiology,115655,87611,28044
2026-05-29,Neurology,131548,101155,30393
2026-05-29,Orthopedics,72886,51007,21879
2026-05-29,General,126891,96123,30768
2026-05-29,Emergency,167598,109460,58138
2026-05-30,Cardiology,71474,44533,26941
2026-05-30,Neurology,91440,56209,35231
2026-05-30,Orthopedics,92190,61483,30707
2026-05-30,General,72377,46635,25742
2026-05-30,Emergency,106414,80191,26223
2026-05-31,Cardiology,88901,62452,26449
2026-05-31,Neurology,44106,26542,17564
2026-05-31,Orthopedics,56467,41453,15014
2026-05-31,General,70779,49545,21234
2026-05-31,Emergency,158670,126119,32551
2026-06-01,Cardiology,60095,42883,17212
2026-06-01,Neurology,116467,75635,40832
2026-06-01,Orthopedics,106810,76375,30435
2026-06-01,General,148840,113826,35014
2026-06-01,Emergency,184694,133058,51636
2026-06-02,Cardiology,131256,81873,49383
2026-06-02,Neurology,124681,80131,44550
2026-06-02,Orthopedics,63465,49672,13793
2026-06-02,General,150862,105210,45652
2026-06-02,Emergency,132020,104791,27229
2026-06-03,Cardiology,71570,45620,25950
2026-06-03,Neurology,120766,82482,38284
2026-06-03,Orthopedics,110441,67116,43325
2026-06-03,General,61680,38491,23189
2026-06-03,Emergency,144026,111408,32618
2026-06-04,Cardiology,84060,56625,27435
2026-06-04,Neurology,55318,38174,17144
2026-06-04,Orthopedics,144161,107546,36615
2026-06-04,General,141518,105223,36295
2026-06-04,Emergency,150820,109646,41174
2026-06-05,Cardiology,120742,73931,46811
2026-06-05,Neurology,110418,71871,38547
2026-06-05,Orthopedics,135788,99169,36619
2026-06-05,General,109952,73499,36453
2026-06-05,Emergency,93912,62432,31480
2026-06-06,Cardiology,67754,47137,20617
2026-06-06,Neurology,50056,34537,15519
2026-06-06,Orthopedics,92331,66680,25651
2026-06-06,General,50462,39090,11372
2026-06-06,Emergency,116648,93121,23527
2026-06-07,Cardiology,53073,40225,12848
2026-06-07,Neurology,90679,61148,29531
2026-06-07,Orthopedics,51782,38449,13333
2026-06-07,General,93295,74142,19153
2026-06-07,Emergency,124590,82902,41688
2026-06-08,Cardiology,157681,121290,36391
2026-06-08,Neurology,129039,83381,45658
2026-06-08,Orthopedics,97572,60488,37084
2026-06-08,General,74863,45132,29731
2026-06-08,Emergency,155414,118844,36570
2026-06-09,Cardiology,137342,84972,52370
2026-06-09,Neurology,154681,109280,45401
2026-06-09,Orthopedics,113264,89379,23885
2026-06-09,General,63246,50326,12920
2026-06-09,Emergency,173984,114290,59694
2026-06-10,Cardiology,75173,59794,15379
2026-06-10,Neurology,63975,49385,14590
2026-06-10,Orthopedics,99918,66495,33423
2026-06-10,General,109690,67377,42313
2026-06-10,Emergency,149241,103433,45808
2026-06-11,Cardiology,91207,60650,30557
2026-06-11,Neurology,99874,79640,20234
2026-06-11,Orthopedics,122516,91295,31221
2026-06-11,General,81468,63263,18205
2026-06-11,Emergency,87298,58090,29208
2026-06-12,Cardiology,54327,39598,14729
2026-06-12,Neurology,97346,76395,20951
2026-06-12,Orthopedics,100285,68467,31818
2026-06-12,General,109777,75077,34700
2026-06-12,Emergency,195575,136902,58673
2026-06-13,Cardiology,34527,24862,9665
2026-06-13,Neurology,82030,63375,18655
2026-06-13,Orthopedics,48547,30393,18154
2026-06-13,General,77813,59451,18362
2026-06-13,Emergency,141861,93894,47967
2026-06-14,Cardiology,59000,37309,21691
2026-06-14,Neurology,83501,60005,23496
2026-06-14,Orthopedics,61442,40282,21160
2026-06-14,General,52283,33566,18717
2026-06-14,Emergency,168455,122576,45879
2026-06-15,Cardiology,132592,81268,51324
2026-06-15,Neurology,144285,115085,29200
2026-06-15,Orthopedics,105723,68982,36741
2026-06-15,General,93930,66405,27525
2026-06-15,Emergency,89597,58807,30790
2026-06-16,Cardiology,92856,56385,36471
2026-06-16,Neurology,59830,37520,22310
2026-06-16,Orthopedics,85885,68691,17194
2026-06-16,General,82512,63016,19496
2026-06-16,Emergency,190193,124791,65402
2026-06-17,Cardiology,127378,81073,46305
2026-06-17,Neurology,83494,54973,28521
2026-06-17,Orthopedics,92324,70494,21830
2026-06-17,General,106329,68366,37963
2026-06-17,Emergency,153242,94834,58408
2026-06-18,Cardiology,117592,93958,23634
2026-06-18,Neurology,85071,61880,23191
2026-06-18,Orthopedics,65445,43554,21891
2026-06-18,General,113221,78723,34498
2026-06-18,Emergency,136084,99834,36250
2026-06-19,Cardiology,108038,74001,34037
2026-06-19,Neurology,76679,48673,28006
2026-06-19,Orthopedics,62170,49150,13020
2026-06-19,General,53280,32590,20690
2026-06-19,Emergency,155036,118027,37009
2026-06-20,Cardiology,80354,57007,23347
2026-06-20,Neurology,79533,57035,22498
2026-06-20,Orthopedics,40338,30196,10142
2026-06-20,General,33859,24713,9146
2026-06-20,Emergency,189929,130310,59619
2026-06-21,Cardiology,88350,53041,35309
2026-06-21,Neurology,49987,36236,13751
2026-06-21,Orthopedics,33517,23846,9671
2026-06-21,General,88327,63550,24777
2026-06-21,Emergency,76982,52039,24943
2026-06-22,Cardiology,137363,100531,36832
2026-06-22,Neurology,138787,99767,39020
2026-06-22,Orthopedics,98120,66848,31272
2026-06-22,General,126788,84247,42541
2026-06-22,Emergency,141778,93843,47935
2026-06-23,Cardiology,69280,53208,16072
2026-06-23,Neurology,106781,72623,34158
2026-06-23,Orthopedics,105078,65273,39805
2026-06-23,General,133456,99824,33632
2026-06-23,Emergency,157680,111409,46271
2026-06-24,Cardiology,98571,75202,23369
2026-06-24,Neurology,99413,69911,29502
2026-06-24,Orthopedics,140915,110325,30590
2026-06-24,General,157684,114238,43446
2026-06-24,Emergency,167285,113298,53987
2026-06-25,Cardiology,91264,72140,19124
2026-06-25,Neurology,97979,74169,23810
2026-06-25,Orthopedics,129975,100971,29004
2026-06-25,General,150240,104481,45759
2026-06-25,Emergency,131110,97868,33242
2026-06-26,Cardiology,76671,61291,15380
2026-06-26,Neurology,132860,104304,28556
2026-06-26,Orthopedics,133239,82601,50638
2026-06-26,General,76246,47293,28953
2026-06-26,Emergency,167311,117515,49796
2026-06-27,Cardiology,45297,35252,10045
2026-06-27,Neurology,77986,60073,17913
2026-06-27,Orthopedics,32511,22836,9675
2026-06-27,General,30778,23854,6924
2026-06-27,Emergency,198835,151851,46984
2026-06-28,Cardiology,65081,44620,20461
2026-06-28,Neurology,62112,43966,18146
2026-06-28,Orthopedics,65863,41174,24689
2026-06-28,General,81610,64939,16671
2026-06-28,Emergency,165564,129705,35859
2026-06-29,Cardiology,112754,84652,28102
2026-06-29,Neurology,98115,60609,37506
2026-06-29,Orthopedics,147044,113483,33561
2026-06-29,General,90979,54614,36365
2026-06-29,Emergency,98522,71179,27343
2026-06-30,Cardiology,62970,46672,16298
2026-06-30,Neurology,131531,101917,29614
2026-06-30,Orthopedics,88154,60836,27318
2026-06-30,General,95259,74398,20861
2026-06-30,Emergency,179938,120454,59484
2026-07-01,Cardiology,134134,89771,44363
2026-07-01,Neurology,133006,87381,45625
2026-07-01,Orthopedics,98262,74153,24109
2026-07-01,General,78498,50695,27803
2026-07-01,Emergency,139431,85131,54300
2026-07-02,Cardiology,63453,39633,23820
2026-07-02,Neurology,58364,38771,19593
2026-07-02,Orthopedics,88086,70125,17961
2026-07-02,General,55157,33676,21481
2026-07-02,Emergency,144083,112271,31812
2026-07-03,Cardiology,135877,95388,40489
2026-07-03,Neurology,65446,44632,20814
2026-07-03,Orthopedics,66864,52570,14294
2026-07-03,General,115006,81638,33368
2026-07-03,Emergency,145019,92473,52546
2026-07-04,Cardiology,74709,59350,15359
2026-07-04,Neurology,68407,52802,15605
2026-07-04,Orthopedics,42370,25754,16616
2026-07-04,General,89963,56719,33244
2026-07-04,Emergency,179678,123524,56154
2026-07-05,Cardiology,82772,58961,23811
2026-07-05,Neurology,89429,55196,34233
2026-07-05,Orthopedics,34279,24725,9554
2026-07-05,General,61740,40618,21122
2026-07-05,Emergency,153900,114848,39052
2026-07-06,Cardiology,101731,67531,34200
2026-07-06,Neurology,87360,63703,23657
2026-07-06,Orthopedics,120538,83051,37487
2026-07-06,General,102057,64307,37750
2026-07-06,Emergency,92832,56004,36828
2026-07-07,Cardiology,69947,54578,15369
2026-07-07,Neurology,152060,92862,59198
2026-07-07,Orthopedics,92539,73353,19186
2026-07-07,General,87750,59094,28656
2026-07-07,Emergency,178641,136131,42510
2026-07-08,Cardiology,98335,75870,22465
2026-07-08,Neurology,50236,35574,14662
2026-07-08,Orthopedics,57025,36065,20960
2026-07-08,General,74137,58804,15333
2026-07-08,Emergency,138019,89610,48409
2026-07-09,Cardiology,138095,103050,35045
2026-07-09,Neurology,128463,98485,29978
2026-07-09,Orthopedics,90076,56200,33876
2026-07-09,General,137798,88249,49549
2026-07-09,Emergency,87864,63759,24105
2026-07-10,Cardiology,126057,93859,32198
2026-07-10,Neurology,110632,74219,36413
2026-07-10,Orthopedics,135406,95453,39953
2026-07-10,General,104224,69578,34646
2026-07-10,Emergency,143525,103370,40155
2026-07-11,Cardiology,54355,39129,15226
2026-07-11,Neurology,64293,40177,24116
2026-07-11,Orthopedics,35200,25408,9792
2026-07-11,General,77786,61174,16612
2026-07-11,Emergency,127257,82357,44900
2026-07-12,Cardiology,48619,35285,13334
2026-07-12,Neurology,42368,25823,16545
2026-07-12,Orthopedics,75166,58583,16583
2026-07-12,General,79331,52747,26584
2026-07-12,Emergency,118356,86227,32129
2026-07-13,Cardiology,133611,102603,31008
2026-07-13,Neurology,140534,86884,53650
2026-07-13,Orthopedics,67104,43592,23512
2026-07-13,General,98359,60718,37641
2026-07-13,Emergency,97312,61411,35901
2026-07-14,Cardiology,98288,59282,39006
2026-07-14,Neurology,143324,91020,52304
2026-07-14,Orthopedics,99538,78883,20655
2026-07-14,General,106425,83082,23343
2026-07-14,Emergency,182378,137179,45199
2026-07-15,Cardiology,131690,92658,39032
2026-07-15,Neurology,91050,71277,19773
2026-07-15,Orthopedics,138693,89077,49616
2026-07-15,General,85768,63269,22499
2026-07-15,Emergency,134362,92898,41464
2026-07-16,Cardiology,70270,50634,19636
2026-07-16,Neurology,151305,102336,48969
2026-07-16,Orthopedics,82995,60246,22749
2026-07-16,General,158045,98801,59244
2026-07-16,Emergency,194979,131464,63515
2026-07-17,Cardiology,83707,54284,29423
2026-07-17,Neurology,139851,108884,30967
2026-07-17,Orthopedics,130930,97735,33195
2026-07-17,General,75423,47961,27462
2026-07-17,Emergency,118447,85445,33002
2026-07-18,Cardiology,71437,45158,26279
2026-07-18,Neurology,56684,35149,21535
2026-07-18,Orthopedics,54999,42001,12998
2026-07-18,General,68386,45937,22449
2026-07-18,Emergency,128850,88984,39866
2026-07-19,Cardiology,93443,71333,22110
2026-07-19,Neurology,36681,27977,8704
2026-07-19,Orthopedics,63603,41154,22449
2026-07-19,General,47183,28981,18202
2026-07-19,Emergency,155017,98202,56815
2026-07-20,Cardiology,132772,105879,26893
2026-07-20,Neurology,126349,90819,35530
2026-07-20,Orthopedics,126461,95949,30512
2026-07-20,General,96368,67982,28386
2026-07-20,Emergency,97914,73788,24126
2026-07-21,Cardiology,130337,95648,34689
2026-07-21,Neurology,82988,54456,28532
2026-07-21,Orthopedics,122726,76607,46119
2026-07-21,General,94639,60913,33726
2026-07-21,Emergency,168973,104167,64806
2026-07-22,Cardiology,126445,83229,43216
2026-07-22,Neurology,141986,99509,42477
2026-07-22,Orthopedics,138652,91783,46869
2026-07-22,General,88691,57932,30759
2026-07-22,Emergency,176636,119203,57433
2026-07-23,Cardiology,152261,121118,31143
2026-07-23,Neurology,75345,54188,21157
2026-07-23,Orthopedics,119619,95619,24000
2026-07-23,General,152834,117074,35760
2026-07-23,Emergency,113907,84706,29201
2026-07-24,Cardiology,62802,43662,19140
2026-07-24,Neurology,105482,66257,39225
2026-07-24,Orthopedics,129656,100440,29216
2026-07-24,General,150384,96746,53638
2026-07-24,Emergency,114117,71046,43071
2026-07-25,Cardiology,60911,43437,17474
2026-07-25,Neurology,90011,55946,34065
2026-07-25,Orthopedics,61968,37382,24586
2026-07-25,General,83590,50196,33394
2026-07-25,Emergency,109433,85310,24123
2026-07-26,Cardiology,50762,32899,17863
2026-07-26,Neurology,46219,36556,9663
2026-07-26,Orthopedics,64282,44564,19718
2026-07-26,General,53078,38705,14373
2026-07-26,Emergency,129997,95375,34622
2026-07-27,Cardiology,76843,57984,18859
2026-07-27,Neurology,154965,108944,46021
2026-07-27,Orthopedics,77589,51564,26025
2026-07-27,General,83308,53866,29442
2026-07-27,Emergency,164083,121578,42505
2026-07-28,Cardiology,95548,57353,38195
2026-07-28,Neurology,82438,59119,23319
2026-07-28,Orthopedics,65773,46045,19728
2026-07-28,General,118479,86128,32351
2026-07-28,Emergency,111274,75813,35461
2026-07-29,Cardiology,102513,66908,35605
2026-07-29,Neurology,141170,106899,34271
2026-07-29,Orthopedics,108629,65315,43314
2026-07-29,General,105719,82895,22824
2026-07-29,Emergency,110705,67966,42739
2026-07-30,Cardiology,66408,45078,21330
2026-07-30,Neurology,68265,43321,24944
2026-07-30,Orthopedics,139772,109722,30050
2026-07-30,General,88898,67327,21571
2026-07-30,Emergency,150620,109488,41132
2026-07-31,Cardiology,125561,88638,36923
2026-07-31,Neurology,84421,53624,30797
2026-07-31,Orthopedics,109358,79387,29971
2026-07-31,General,76093,56462,19631
2026-07-31,Emergency,102446,71205,31241
2026-08-01,Cardiology,79835,58681,21154
2026-08-01,Neurology,83514,56752,26762
2026-08-01,Orthopedics,83187,62323,20864
2026-08-01,General,46532,29189,17343
2026-08-01,Emergency,101200,78900,22300
2026-08-02,Cardiology,51221,32082,19139
2026-08-02,Neurology,59302,44912,14390
2026-08-02,Orthopedics,72671,51374,21297
2026-08-02,General,42042,31811,10231
2026-08-02,Emergency,179003,140127,38876
2026-08-03,Cardiology,143228,97390,45838
2026-08-03,Neurology,83928,57400,26528
2026-08-03,Orthopedics,89224,60896,28328
2026-08-03,General,63932,46958,16974
2026-08-03,Emergency,97437,75117,22320
2026-08-04,Cardiology,76173,54863,21310
2026-08-04,Neurology,95987,61556,34431
2026-08-04,Orthopedics,146288,107715,38573
2026-08-04,General,67480,48247,19233
2026-08-04,Emergency,94900,57405,37495
2026-08-05,Cardiology,67158,48911,18247
2026-08-05,Neurology,93176,62611,30565
2026-08-05,Orthopedics,126527,78986,47541
2026-08-05,General,63945,50928,13017
2026-08-05,Emergency,170373,115736,54637
2026-08-06,Cardiology,111865,73327,38538
2026-08-06,Neurology,66961,47808,19153
2026-08-06,Orthopedics,73838,57288,16550
2026-08-06,General,66337,39945,26392
2026-08-06,Emergency,130832,89858,40974
2026-08-07,Cardiology,91465,57081,34384
2026-08-07,Neurology,98738,63503,35235
2026-08-07,Orthopedics,159286,115450,43836
2026-08-07,General,79693,52200,27493
2026-08-07,Emergency,145936,106945,38991
2026-08-08,Cardiology,73391,48618,24773
2026-08-08,Neurology,91623,62498,29125
2026-08-08,Orthopedics,76911,59052,17859
2026-08-08,General,41241,25547,15694
2026-08-08,Emergency,112657,71184,41473
2026-08-09,Cardiology,52606,32252,20354
2026-08-09,Neurology,81726,53393,28333
2026-08-09,Orthopedics,54948,41699,13249
2026-08-09,General,53137,36265,16872
2026-08-09,Emergency,158627,111544,47083
2026-08-10,Cardiology,110483,77208,33275
2026-08-10,Neurology,102741,67259,35482
2026-08-10,Orthopedics,145877,102715,43162
2026-08-10,General,122164,74176,47988
2026-08-10,Emergency,208441,139331,69110
2026-08-11,Cardiology,103752,69555,34197
2026-08-11,Neurology,120762,92132,28630
2026-08-11,Orthopedics,129790,100287,29503
2026-08-11,General,144229,101112,43117
2026-08-11,Emergency,195791,130001,65790
2026-08-12,Cardiology,101915,64384,37531
2026-08-12,Neurology,54636,34696,19940
2026-08-12,Orthopedics,55451,38577,16874
2026-08-12,General,129486,97967,31519
2026-08-12,Emergency,127233,83191,44042
2026-08-13,Cardiology,73337,45722,27615
2026-08-13,Neurology,66493,45107,21386
2026-08-13,Orthopedics,144883,94709,50174
2026-08-13,General,73718,57840,15878
2026-08-13,Emergency,145696,111845,33851
2026-08-14,Cardiology,82861,59350,23511
2026-08-14,Neurology,120232,84903,35329
2026-08-14,Orthopedics,75389,53597,21792
2026-08-14,General,150804,95998,54806
2026-08-14,Emergency,178458,142438,36020
2026-08-15,Cardiology,66863,44187,22676
2026-08-15,Neurology,76971,54294,22677
2026-08-15,Orthopedics,36453,25836,10617
2026-08-15,General,88800,60885,27915
2026-08-15,Emergency,179998,127353,52645
2026-08-16,Cardiology,62709,49928,12781
2026-08-16,Neurology,50547,39279,11268
2026-08-16,Orthopedics,49217,38404,10813
2026-08-16,General,64892,42460,22432
2026-08-16,Emergency,112550,67599,44951
2026-08-17,Cardiology,66078,49355,16723
2026-08-17,Neurology,86786,55772,31014
2026-08-17,Orthopedics,113980,72264,41716
2026-08-17,General,124173,86672,37501
2026-08-17,Emergency,162669,121493,41176
2026-08-18,Cardiology,65346,50954,14392
2026-08-18,Neurology,100113,60746,39367
2026-08-18,Orthopedics,141009,89335,51674
2026-08-18,General,85249,61429,23820
2026-08-18,Emergency,125821,94277,31544
2026-08-19,Cardiology,59624,41369,18255
2026-08-19,Neurology,117752,77157,40595
2026-08-19,Orthopedics,68031,44871,23160
2026-08-19,General,122062,96318,25744
2026-08-19,Emergency,130376,85820,44556
2026-08-20,Cardiology,119848,80473,39375
2026-08-20,Neurology,114688,69089,45599
2026-08-20,Orthopedics,126980,90323,36657
2026-08-20,General,139925,100398,39527
2026-08-20,Emergency,102588,77775,24813
2026-08-21,Cardiology,145169,103667,41502
2026-08-21,Neurology,140165,109601,30564
2026-08-21,Orthopedics,140725,84701,56024
2026-08-21,General,61539,42669,18870
2026-08-21,Emergency,110662,71659,39003
2026-08-22,Cardiology,59065,39103,19962
2026-08-22,Neurology,63214,47023,16191
2026-08-22,Orthopedics,65230,49802,15428
2026-08-22,General,66249,45413,20836
2026-08-22,Emergency,122923,89913,33010
2026-08-23,Cardiology,92069,60829,31240
2026-08-23,Neurology,56229,37807,18422
2026-08-23,Orthopedics,54957,39111,15846
2026-08-23,General,42091,27646,14445
2026-08-23,Emergency,138962,84526,54436
