date,medicine_name,quantity_used,department
2025-11-26,Antibiotics,82,Emergency
2025-11-26,Antibiotics,21,ICU
2025-11-26,IV Fluids,93,General
2025-11-26,IV Fluids,140,Emergency
2025-11-26,IV Fluids,86,ICU
2025-11-27,Paracetamol,99,General
2025-11-27,Paracetamol,33,Emergency
2025-11-27,Paracetamol,65,ICU
2025-11-27,Amoxicillin,106,General
2025-11-27,Amoxicillin,62,Emergency
2025-11-27,Amoxicillin,88,ICU
2025-11-27,Insulin,91,General
2025-11-27,Insulin,75,Emergency
2025-11-27,Insulin,94,ICU
2025-11-27,Antibiotics,40,General
2025-11-27,Antibiotics,76,Emergency
2025-11-27,Antibiotics,80,ICU
2025-11-27,IV Fluids,31,General
2025-11-27,IV Fluids,82,Emergency
2025-11-27,IV Fluids,91,ICU
2025-11-28,Paracetamol,95,General
2025-11-28,Paracetamol,64,Emergency
2025-11-28,Paracetamol,68,ICU
2025-11-28,Amoxicillin,67,General
2025-11-28,Amoxicillin,29,Emergency
2025-11-28,Amoxicillin,64,ICU
2025-11-28,Insulin,64,General
2025-11-28,Insulin,90,Emergency
2025-11-28,Insulin,74,ICU
2025-11-28,Antibiotics,77,General
2025-11-28,Antibiotics,53,Emergency
2025-11-28,Antibiotics,40,ICU
2025-11-28,IV Fluids,31,General
2025-11-28,IV Fluids,125,Emergency
2025-11-28,IV Fluids,35,ICU
2025-11-29,Paracetamol,25,General
2025-11-29,Paracetamol,12,Emergency
2025-11-29,Paracetamol,99,ICU
2025-11-29,Amoxicillin,26,General
2025-11-29,Amoxicillin,41,Emergency
2025-11-29,Amoxicillin,82,ICU
2025-11-29,Insulin,65,General
2025-11-29,Insulin,72,Emergency
2025-11-29,Insulin,26,ICU
2025-11-29,Antibiotics,55,General
2025-11-29,Antibiotics,38,Emergency
2025-11-29,Antibiotics,28,ICU
2025-11-29,IV Fluids,93,General
2025-11-29,IV Fluids,153,Emergency
2025-11-29,IV Fluids,47,ICU
2025-11-30,Paracetamol,14,General
2025-11-30,Paracetamol,103,Emergency
2025-11-30,Paracetamol,76,ICU
2025-11-30,Amoxicillin,77,General
2025-11-30,Amoxicillin,79,Emergency
2025-11-30,Amoxicillin,56,ICU
2025-11-30,Insulin,66,General
2025-11-30,Insulin,85,Emergency
2025-11-30,Insulin,90,ICU
2025-11-30,Antibiotics,39,General
2025-11-30,Antibiotics,96,Emergency
2025-11-30,Antibiotics,82,ICU
2025-11-30,IV Fluids,60,General
2025-11-30,IV Fluids,114,Emergency
2025-11-30,IV Fluids,38,ICU
2025-12-01,Paracetamol,38,General
2025-12-01,Paracetamol,60,Emergency
2025-12-01,Paracetamol,83,ICU
2025-12-01,Amoxicillin,94,General
2025-12-01,Amoxicillin,24,Emergency
2025-12-01,Amoxicillin,90,ICU
2025-12-01,Insulin,22,General
2025-12-01,Insulin,103,Emergency
2025-12-01,Insulin,48,ICU
2025-12-01,Antibiotics,105,General
2025-12-01,Antibiotics,60,Emergency
2025-12-01,Antibiotics,69,ICU
2025-12-01,IV Fluids,53,General
2025-12-01,IV Fluids,106,Emergency
2025-12-01,IV Fluids,85,ICU
2025-12-02,Paracetamol,19,General
2025-12-02,Paracetamol,61,Emergency
2025-12-02,Paracetamol,95,ICU
2025-12-02,Amoxicillin,97,General
2025-12-02,Amoxicillin,48,Emergency
2025-12-02,Amoxicillin,78,ICU
2025-12-02,Insulin,40,General
2025-12-02,Insulin,53,Emergency
2025-12-02,Insulin,54,ICU
2025-12-02,Antibiotics,80,General
2025-12-02,Antibiotics,24,Emergency
2025-12-02,Antibiotics,53,ICU
2025-12-02,IV Fluids,23,General
2025-12-02,IV Fluids,106,Emergency
2025-12-02,IV Fluids,27,ICU
2025-12-03,Paracetamol,31,General
2025-12-03,Paracetamol,50,Emergency
2025-12-03,Paracetamol,61,ICU
2025-12-03,Amoxicillin,60,General
2025-12-03,Amoxicillin,78,Emergency
2025-12-03,Amoxicillin,30,ICU
2025-12-03,Insulin,42,General
2025-12-03,Insulin,90,Emergency
2025-12-03,Insulin,34,ICU
2025-12-03,Antibiotics,66,General
2025-12-03,Antibiotics,103,Emergency
2025-12-03,Antibiotics,30,ICU
2025-12-03,IV Fluids,35,General
2025-12-03,IV Fluids,132,Emergency
2025-12-03,IV Fluids,79,ICU
2025-12-04,Paracetamol,47,General
2025-12-04,Paracetamol,40,Emergency
2025-12-04,Paracetamol,83,ICU
2025-12-04,Amoxicillin,70,General
2025-12-04,Amoxicillin,54,Emergency
2025-12-04,Amoxicillin,29,ICU
2025-12-04,Insulin,70,General
2025-12-04,Insulin,24,Emergency
2025-12-04,Insulin,41,ICU
2025-12-04,Antibiotics,26,General
2025-12-04,Antibiotics,55,Emergency
2025-12-04,Antibiotics,60,ICU
2025-12-04,IV Fluids,45,General
2025-12-04,IV Fluids,142,Emergency
2025-12-04,IV Fluids,20,ICU
2025-12-05,Paracetamol,36,General
2025-12-05,Paracetamol,25,Emergency
2025-12-05,Paracetamol,29,ICU
2025-12-05,Amoxicillin,99,General
2025-12-05,Amoxicillin,52,Emergency
2025-12-05,Amoxicillin,54,ICU
2025-12-05,Insulin,93,General
2025-12-05,Insulin,19,Emergency
2025-12-05,Insulin,29,ICU
2025-12-05,Antibiotics,39,General
2025-12-05,Antibiotics,20,Emergency
2025-12-05,Antibiotics,41,ICU
2025-12-05,IV Fluids,25,General
2025-12-05,IV Fluids,88,Emergency
2025-12-05,IV Fluids,88,ICU
2025-12-06,Paracetamol,65,General
2025-12-06,Paracetamol,69,Emergency
2025-12-06,Paracetamol,82,ICU
2025-12-06,Amoxicillin,26,General
2025-12-06,Amoxicillin,41,Emergency
2025-12-06,Amoxicillin,50,ICU
2025-12-06,Insulin,99,General
2025-12-06,Insulin,68,Emergency
2025-12-06,Insulin,77,ICU
2025-12-06,Antibiotics,81,General
2025-12-06,Antibiotics,24,Emergency
2025-12-06,Antibiotics,23,ICU
2025-12-06,IV Fluids,20,General
2025-12-06,IV Fluids,87,Emergency
2025-12-06,IV Fluids,37,ICU
2025-12-07,Paracetamol,46,General
2025-12-07,Paracetamol,101,Emergency
2025-12-07,Paracetamol,59,ICU
2025-12-07,Amoxicillin,41,General
2025-12-07,Amoxicillin,72,Emergency
2025-12-07,Amoxicillin,83,ICU
2025-12-07,Insulin,101,General
2025-12-07,Insulin,44,Emergency
2025-12-07,Insulin,82,ICU
2025-12-07,Antibiotics,8,General
2025-12-07,Antibiotics,26,Emergency
2025-12-07,Antibiotics,83,ICU
2025-12-07,IV Fluids,83,General
2025-12-07,IV Fluids,119,Emergency
2025-12-07,IV Fluids,38,ICU
2025-12-08,Paracetamol,64,General
2025-12-08,Paracetamol,92,Emergency
2025-12-08,Paracetamol,39,ICU
2025-12-08,Amoxicillin,14,General
2025-12-08,Amoxicillin,77,Emergency
2025-12-08,Amoxicillin,59,ICU
2025-12-08,Insulin,21,General
2025-12-08,Insulin,83,Emergency
2025-12-08,Insulin,73,ICU
2025-12-08,Antibiotics,98,General
2025-12-08,Antibiotics,39,Emergency
2025-12-08,Antibiotics,82,ICU
2025-12-08,IV Fluids,15,General
2025-12-08,IV Fluids,137,Emergency
2025-12-08,IV Fluids,101,ICU
2025-12-09,Paracetamol,56,General
2025-12-09,Paracetamol,61,Emergency
2025-12-09,Paracetamol,64,ICU
2025-12-09,Amoxicillin,87,General
2025-12-09,Amoxicillin,88,Emergency
2025-12-09,Amoxicillin,89,ICU
2025-12-09,Insulin,53,General
2025-12-09,Insulin,28,Emergency
2025-12-09,Insulin,78,ICU
2025-12-09,Antibiotics,40,General
2025-12-09,Antibiotics,67,Emergency
2025-12-09,Antibiotics,49,ICU
2025-12-09,IV Fluids,19,General
2025-12-09,IV Fluids,88,Emergency
2025-12-09,IV Fluids,85,ICU
2025-12-10,Paracetamol,26,General
2025-12-10,Paracetamol,41,Emergency
2025-12-10,Paracetamol,75,ICU
2025-12-10,Amoxicillin,52,General
2025-12-10,Amoxicillin,61,Emergency
2025-12-10,Amoxicillin,61,ICU
2025-12-10,Insulin,90,General
2025-12-10,Insulin,22,Emergency
2025-12-10,Insulin,79,ICU
2025-12-10,Antibiotics,103,General
2025-12-10,Antibiotics,93,Emergency
2025-12-10,Antibiotics,88,ICU
2025-12-10,IV Fluids,51,General
2025-12-10,IV Fluids,122,Emergency
2025-12-10,IV Fluids,42,ICU
2025-12-11,Paracetamol,19,General
2025-12-11,Paracetamol,93,Emergency
2025-12-11,Paracetamol,107,ICU
2025-12-11,Amoxicillin,74,General
2025-12-11,Amoxicillin,67,Emergency
2025-12-11,Amoxicillin,47,ICU
2025-12-11,Insulin,22,General
2025-12-11,Insulin,40,Emergency
2025-12-11,Insulin,112,ICU
2025-12-11,Antibiotics,42,General
2025-12-11,Antibiotics,29,Emergency
2025-12-11,Antibiotics,18,ICU
2025-12-11,IV Fluids,48,General
2025-12-11,IV Fluids,122,Emergency
2025-12-11,IV Fluids,82,ICU
2025-12-12,Paracetamol,55,General
2025-12-12,Paracetamol,71,Emergency
2025-12-12,Paracetamol,83,ICU
2025-12-12,Amoxicillin,45,General
2025-12-12,Amoxicillin,44,Emergency
2025-12-12,Amoxicillin,101,ICU
2025-12-12,Insulin,36,General
2025-12-12,Insulin,102,Emergency
2025-12-12,Insulin,22,ICU
2025-12-12,Antibiotics,96,General
2025-12-12,Antibiotics,88,Emergency
2025-12-12,Antibiotics,18,ICU
2025-12-12,IV Fluids,42,General
2025-12-12,IV Fluids,81,Emergency
2025-12-12,IV Fluids,83,ICU
2025-12-13,Paracetamol,52,General
2025-12-13,Paracetamol,72,Emergency
2025-12-13,Paracetamol,25,ICU
2025-12-13,Amoxicillin,65,General
2025-12-13,Amoxicillin,91,Emergency
2025-12-13,Amoxicillin,48,ICU
2025-12-13,Insulin,67,General
2025-12-13,Insulin,55,Emergency
2025-12-13,Insulin,55,ICU
2025-12-13,Antibiotics,42,General
2025-12-13,Antibiotics,14,Emergency
2025-12-13,Antibiotics,98,ICU
2025-12-13,IV Fluids,60,General
2025-12-13,IV Fluids,91,Emergency
2025-12-13,IV Fluids,72,ICU
2025-12-14,Paracetamol,18,General
2025-12-14,Paracetamol,59,Emergency
2025-12-14,Paracetamol,80,ICU
2025-12-14,Amoxicillin,28,General
2025-12-14,Amoxicillin,54,Emergency
2025-12-14,Amoxicillin,54,ICU
2025-12-14,Insulin,39,General
2025-12-14,Insulin,70,Emergency
2025-12-14,Insulin,75,ICU
2025-12-14,Antibiotics,31,General
2025-12-14,Antibiotics,65,Emergency
2025-12-14,Antibiotics,107,ICU
2025-12-14,IV Fluids,95,General
2025-12-14,IV Fluids,150,Emergency
2025-12-14,IV Fluids,22,ICU
2025-12-15,Paracetamol,24,General
2025-12-15,Paracetamol,39,Emergency
2025-12-15,Paracetamol,28,ICU
2025-12-15,Amoxicillin,94,General
2025-12-15,Amoxicillin,83,Emergency
2025-12-15,Amoxicillin,93,ICU
2025-12-15,Insulin,88,General
2025-12-15,Insulin,70,Emergency
2025-12-15,Insulin,61,ICU
2025-12-15,Antibiotics,72,General
2025-12-15,Antibiotics,85,Emergency
2025-12-15,Antibiotics,42,ICU
2025-12-15,IV Fluids,49,General
2025-12-15,IV Fluids,129,Emergency
2025-12-15,IV Fluids,100,ICU
2025-12-16,Paracetamol,73,General
2025-12-16,Paracetamol,18,Emergency
2025-12-16,Paracetamol,21,ICU
2025-12-16,Amoxicillin,108,General
2025-12-16,Amoxicillin,20,Emergency
2025-12-16,Amoxicillin,75,ICU
2025-12-16,Insulin,64,General
2025-12-16,Insulin,46,Emergency
2025-12-16,Insulin,69,ICU
2025-12-16,Antibiotics,58,General
2025-12-16,Antibiotics,61,Emergency
2025-12-16,Antibiotics,51,ICU
2025-12-16,IV Fluids,93,General
2025-12-16,IV Fluids,85,Emergency
2025-12-16,IV Fluids,18,ICU
2025-12-17,Paracetamol,88,General
2025-12-17,Paracetamol,73,Emergency
2025-12-17,Paracetamol,77,ICU
2025-12-17,Amoxicillin,29,General
2025-12-17,Amoxicillin,35,Emergency
2025-12-17,Amoxicillin,54,ICU
2025-12-17,Insulin,10,General
2025-12-17,Insulin,49,Emergency
2025-12-17,Insulin,41,ICU
2025-12-17,Antibiotics,59,General
2025-12-17,Antibiotics,27,Emergency
2025-12-17,Antibiotics,22,ICU
2025-12-17,IV Fluids,18,General
2025-12-17,IV Fluids,91,Emergency
2025-12-17,IV Fluids,68,ICU
2025-12-18,Paracetamol,14,General
2025-12-18,Paracetamol,73,Emergency
2025-12-18,Paracetamol,99,ICU
2025-12-18,Amoxicillin,83,General
2025-12-18,Amoxicillin,95,Emergency
2025-12-18,Amoxicillin,79,ICU
2025-12-18,Insulin,102,General
2025-12-18,Insulin,63,Emergency
2025-12-18,Insulin,44,ICU
2025-12-18,Antibiotics,75,General
2025-12-18,Antibiotics,31,Emergency
2025-12-18,Antibiotics,25,ICU
2025-12-18,IV Fluids,33,General
2025-12-18,IV Fluids,80,Emergency
2025-12-18,IV Fluids,99,ICU
2025-12-19,Paracetamol,33,General
2025-12-19,Paracetamol,63,Emergency
2025-12-19,Paracetamol,58,ICU
2025-12-19,Amoxicillin,19,General
2025-12-19,Amoxicillin,53,Emergency
2025-12-19,Amoxicillin,15,ICU
2025-12-19,Insulin,89,General
2025-12-19,Insulin,17,Emergency
2025-12-19,Insulin,15,ICU
2025-12-19,Antibiotics,19,General
2025-12-19,Antibiotics,43,Emergency
2025-12-19,Antibiotics,85,ICU
2025-12-19,IV Fluids,77,General
2025-12-19,IV Fluids,143,Emergency
2025-12-19,IV Fluids,57,ICU
2025-12-20,Paracetamol,42,General
2025-12-20,Paracetamol,25,Emergency
2025-12-20,Paracetamol,29,ICU
2025-12-20,Amoxicillin,105,General
2025-12-20,Amoxicillin,81,Emergency
2025-12-20,Amoxicillin,58,ICU
2025-12-20,Insulin,107,General
2025-12-20,Insulin,40,Emergency
2025-12-20,Insulin,58,ICU
2025-12-20,Antibiotics,71,General
2025-12-20,Antibiotics,45,Emergency
2025-12-20,Antibiotics,65,ICU
2025-12-20,IV Fluids,34,General
2025-12-20,IV Fluids,77,Emergency
2025-12-20,IV Fluids,78,ICU
2025-12-21,Paracetamol,88,General
2025-12-21,Paracetamol,36,Emergency
2025-12-21,Paracetamol,71,ICU
2025-12-21,Amoxicillin,86,General
2025-12-21,Amoxicillin,35,Emergency
2025-12-21,Amoxicillin,20,ICU
2025-12-21,Insulin,50,General
2025-12-21,Insulin,38,Emergency
2025-12-21,Insulin,100,ICU
2025-12-21,Antibiotics,37,General
2025-12-21,Antibiotics,82,Emergency
2025-12-21,Antibiotics,95,ICU
2025-12-21,IV Fluids,33,General
2025-12-21,IV Fluids,88,Emergency
2025-12-21,IV Fluids,67,ICU
2025-12-22,Paracetamol,32,General
2025-12-22,Paracetamol,82,Emergency
2025-12-22,Paracetamol,12,ICU
2025-12-22,Amoxicillin,69,General
2025-12-22,Amoxicillin,77,Emergency
2025-12-22,Amoxicillin,27,ICU
2025-12-22,Insulin,55,General
2025-12-22,Insulin,36,Emergency
2025-12-22,Insulin,17,ICU
2025-12-22,Antibiotics,98,General
2025-12-22,Antibiotics,96,Emergency
2025-12-22,Antibiotics,65,ICU
2025-12-22,IV Fluids,68,General
2025-12-22,IV Fluids,137,Emergency
2025-12-22,IV Fluids,83,ICU
2025-12-23,Paracetamol,49,General
2025-12-23,Paracetamol,15,Emergency
2025-12-23,Paracetamol,77,ICU
2025-12-23,Amoxicillin,33,General
2025-12-23,Amoxicillin,22,Emergency
2025-12-23,Amoxicillin,21,ICU
2025-12-23,Insulin,61,General
2025-12-23,Insulin,70,Emergency
2025-12-23,Insulin,109,ICU
2025-12-23,Antibiotics,82,General
2025-12-23,Antibiotics,32,Emergency
2025-12-23,Antibiotics,47,ICU
2025-12-23,IV Fluids,66,General
2025-12-23,IV Fluids,108,Emergency
2025-12-23,IV Fluids,101,ICU
2025-12-24,Paracetamol,27,General
2025-12-24,Paracetamol,45,Emergency
2025-12-24,Paracetamol,101,ICU
2025-12-24,Amoxicillin,20,General
2025-12-24,Amoxicillin,81,Emergency
2025-12-24,Amoxicillin,59,ICU
2025-12-24,Insulin,39,General
2025-12-24,Insulin,100,Emergency
2025-12-24,Insulin,61,ICU
2025-12-24,Antibiotics,69,General
2025-12-24,Antibiotics,61,Emergency
2025-12-24,Antibiotics,53,ICU
2025-12-24,IV Fluids,71,General
2025-12-24,IV Fluids,143,Emergency
2025-12-24,IV Fluids,101,ICU
2025-12-25,Paracetamol,54,General
2025-12-25,Paracetamol,82,Emergency
2025-12-25,Paracetamol,15,ICU
2025-12-25,Amoxicillin,62,General
2025-12-25,Amoxicillin,49,Emergency
2025-12-25,Amoxicillin,76,ICU
2025-12-25,Insulin,56,General
2025-12-25,Insulin,52,Emergency
2025-12-25,Insulin,109,ICU
2025-12-25,Antibiotics,48,General
2025-12-25,Antibiotics,17,Emergency
2025-12-25,Antibiotics,53,ICU
2025-12-25,IV Fluids,81,General
2025-12-25,IV Fluids,137,Emergency
2025-12-25,IV Fluids,13,ICU
2025-12-26,Paracetamol,53,General
2025-12-26,Paracetamol,98,Emergency
2025-12-26,Paracetamol,70,ICU
2025-12-26,Amoxicillin,11,General
2025-12-26,Amoxicillin,37,Emergency
2025-12-26,Amoxicillin,25,ICU
2025-12-26,Insulin,69,General
2025-12-26,Insulin,60,Emergency
2025-12-26,Insulin,43,ICU
2025-12-26,Antibiotics,27,General
2025-12-26,Antibiotics,52,Emergency
2025-12-26,Antibiotics,55,ICU
2025-12-26,IV Fluids,32,General
2025-12-26,IV Fluids,101,Emergency
2025-12-26,IV Fluids,63,ICU
2025-12-27,Paracetamol,44,General
2025-12-27,Paracetamol,90,Emergency
2025-12-27,Paracetamol,27,ICU
2025-12-27,Amoxicillin,84,General
2025-12-27,Amoxicillin,103,Emergency
2025-12-27,Amoxicillin,28,ICU
2025-12-27,Insulin,88,General
2025-12-27,Insulin,78,Emergency
2025-12-27,Insulin,24,ICU
2025-12-27,Antibiotics,77,General
2025-12-27,Antibiotics,35,Emergency
2025-12-27,Antibiotics,49,ICU
2025-12-27,IV Fluids,14,General
2025-12-27,IV Fluids,87,Emergency
2025-12-27,IV Fluids,62,ICU
2025-12-28,Paracetamol,59,General
2025-12-28,Paracetamol,19,Emergency
2025-12-28,Paracetamol,63,ICU
2025-12-28,Amoxicillin,47,General
2025-12-28,Amoxicillin,108,Emergency
2025-12-28,Amoxicillin,93,ICU
2025-12-28,Insulin,86,General
2025-12-28,Insulin,48,Emergency
2025-12-28,Insulin,58,ICU
2025-12-28,Antibiotics,101,General
2025-12-28,Antibiotics,41,Emergency
2025-12-28,Antibiotics,48,ICU
2025-12-28,IV Fluids,22,General
2025-12-28,IV Fluids,122,Emergency
2025-12-28,IV Fluids,106,ICU
2025-12-29,Paracetamol,72,General
2025-12-29,Paracetamol,74,Emergency
2025-12-29,Paracetamol,40,ICU
2025-12-29,Amoxicillin,59,General
2025-12-29,Amoxicillin,24,Emergency
2025-12-29,Amoxicillin,51,ICU
2025-12-29,Insulin,79,General
2025-12-29,Insulin,36,Emergency
2025-12-29,Insulin,92,ICU
2025-12-29,Antibiotics,84,General
2025-12-29,Antibiotics,86,Emergency
2025-12-29,Antibiotics,47,ICU
2025-12-29,IV Fluids,38,General
2025-12-29,IV Fluids,148,Emergency
2025-12-29,IV Fluids,34,ICU
2025-12-30,Paracetamol,32,General
2025-12-30,Paracetamol,13,Emergency
2025-12-30,Paracetamol,63,ICU
2025-12-30,Amoxicillin,63,General
2025-12-30,Amoxicillin,79,Emergency
2025-12-30,Amoxicillin,39,ICU
2025-12-30,Insulin,99,General
2025-12-30,Insulin,59,Emergency
2025-12-30,Insulin,87,ICU
2025-12-30,Antibiotics,96,General
2025-12-30,Antibiotics,47,Emergency
2025-12-30,Antibiotics,54,ICU
2025-12-30,IV Fluids,25,General
2025-12-30,IV Fluids,78,Emergency
2025-12-30,IV Fluids,30,ICU
2025-12-31,Paracetamol,106,General
2025-12-31,Paracetamol,73,Emergency
2025-12-31,Paracetamol,28,ICU
2025-12-31,Amoxicillin,69,General
2025-12-31,Amoxicillin,86,Emergency
2025-12-31,Amoxicillin,26,ICU
2025-12-31,Insulin,30,General
2025-12-31,Insulin,53,Emergency
2025-12-31,Insulin,30,ICU
2025-12-31,Antibiotics,47,General
2025-12-31,Antibiotics,93,Emergency
2025-12-31,Antibiotics,24,ICU
2025-12-31,IV Fluids,26,General
2025-12-31,IV Fluids,87,Emergency
2025-12-31,IV Fluids,28,ICU
2026-01-01,Paracetamol,72,General
2026-01-01,Paracetamol,91,Emergency
2026-01-01,Paracetamol,77,ICU
2026-01-01,Amoxicillin,43,General
2026-01-01,Amoxicillin,81,Emergency
2026-01-01,Amoxicillin,52,ICU
2026-01-01,Insulin,88,General
2026-01-01,Insulin,41,Emergency
2026-01-01,Insulin,85,ICU
2026-01-01,Antibiotics,81,General
2026-01-01,Antibiotics,79,Emergency
2026-01-01,Antibiotics,63,ICU
2026-01-01,IV Fluids,82,General
2026-01-01,IV Fluids,144,Emergency
2026-01-01,IV Fluids,84,ICU
2026-01-02,Paracetamol,75,General
2026-01-02,Paracetamol,75,Emergency
2026-01-02,Paracetamol,34,ICU
2026-01-02,Amoxicillin,23,General
2026-01-02,Amoxicillin,66,Emergency
2026-01-02,Amoxicillin,92,ICU
2026-01-02,Insulin,77,General
2026-01-02,Insulin,61,Emergency
2026-01-02,Insulin,97,ICU
2026-01-02,Antibiotics,66,General
2026-01-02,Antibiotics,101,Emergency
2026-01-02,Antibiotics,75,ICU
2026-01-02,IV Fluids,98,General
2026-01-02,IV Fluids,116,Emergency
2026-01-02,IV Fluids,54,ICU
2026-01-03,Paracetamol,97,General
2026-01-03,Paracetamol,17,Emergency
2026-01-03,Paracetamol,42,ICU
2026-01-03,Amoxicillin,33,General
2026-01-03,Amoxicillin,92,Emergency
2026-01-03,Amoxicillin,90,ICU
2026-01-03,Insulin,88,General
2026-01-03,Insulin,85,Emergency
2026-01-03,Insulin,48,ICU
2026-01-03,Antibiotics,52,General
2026-01-03,Antibiotics,37,Emergency
2026-01-03,Antibiotics,49,ICU
2026-01-03,IV Fluids,50,General
2026-01-03,IV Fluids,79,Emergency
2026-01-03,IV Fluids,64,ICU
2026-01-04,Paracetamol,94,General
2026-01-04,Paracetamol,92,Emergency
2026-01-04,Paracetamol,67,ICU
2026-01-04,Amoxicillin,84,General
2026-01-04,Amoxicillin,92,Emergency
2026-01-04,Amoxicillin,103,ICU
2026-01-04,Insulin,58,General
2026-01-04,Insulin,97,Emergency
2026-01-04,Insulin,59,ICU
2026-01-04,Antibiotics,29,General
2026-01-04,Antibiotics,27,Emergency
2026-01-04,Antibiotics,56,ICU
2026-01-04,IV Fluids,87,General
2026-01-04,IV Fluids,71,Emergency
2026-01-04,IV Fluids,27,ICU
2026-01-05,Paracetamol,49,General
2026-01-05,Paracetamol,24,Emergency
2026-01-05,Paracetamol,91,ICU
2026-01-05,Amoxicillin,50,General
2026-01-05,Amoxicillin,59,Emergency
2026-01-05,Amoxicillin,51,ICU
2026-01-05,Insulin,40,General
2026-01-05,Insulin,86,Emergency
2026-01-05,Insulin,41,ICU
2026-01-05,Antibiotics,74,General
2026-01-05,Antibiotics,12,Emergency
2026-01-05,Antibiotics,41,ICU
2026-01-05,IV Fluids,17,General
2026-01-05,IV Fluids,148,Emergency
2026-01-05,IV Fluids,95,ICU
2026-01-06,Paracetamol,31,General
2026-01-06,Paracetamol,66,Emergency
2026-01-06,Paracetamol,81,ICU
2026-01-06,Amoxicillin,48,General
2026-01-06,Amoxicillin,7,Emergency
2026-01-06,Amoxicillin,60,ICU
2026-01-06,Insulin,15,General
2026-01-06,Insulin,75,Emergency
2026-01-06,Insulin,82,ICU
2026-01-06,Antibiotics,62,General
2026-01-06,Antibiotics,97,Emergency
2026-01-06,Antibiotics,69,ICU
2026-01-06,IV Fluids,74,General
2026-01-06,IV Fluids,163,Emergency
2026-01-06,IV Fluids,70,ICU
2026-01-07,Paracetamol,44,General
2026-01-07,Paracetamol,24,Emergency
2026-01-07,Paracetamol,76,ICU
2026-01-07,Amoxicillin,81,General
2026-01-07,Amoxicillin,30,Emergency
2026-01-07,Amoxicillin,87,ICU
2026-01-07,Insulin,49,General
2026-01-07,Insulin,53,Emergency
2026-01-07,Insulin,12,ICU
2026-01-07,Antibiotics,71,General
2026-01-07,Antibiotics,75,Emergency
2026-01-07,Antibiotics,85,ICU
2026-01-07,IV Fluids,80,General
2026-01-07,IV Fluids,96,Emergency
2026-01-07,IV Fluids,74,ICU
2026-01-08,Paracetamol,42,General
2026-01-08,Paracetamol,112,Emergency
2026-01-08,Paracetamol,76,ICU
2026-01-08,Amoxicillin,30,General
2026-01-08,Amoxicillin,62,Emergency
2026-01-08,Amoxicillin,82,ICU
2026-01-08,Insulin,30,General
2026-01-08,Insulin,56,Emergency
2026-01-08,Insulin,63,ICU
2026-01-08,Antibiotics,46,General
2026-01-08,Antibiotics,45,Emergency
2026-01-08,Antibiotics,34,ICU
2026-01-08,IV Fluids,45,General
2026-01-08,IV Fluids,119,Emergency
2026-01-08,IV Fluids,93,ICU
2026-01-09,Paracetamol,17,General
2026-01-09,Paracetamol,83,Emergency
2026-01-09,Paracetamol,61,ICU
2026-01-09,Amoxicillin,91,General
2026-01-09,Amoxicillin,46,Emergency
2026-01-09,Amoxicillin,35,ICU
2026-01-09,Insulin,89,General
2026-01-09,Insulin,94,Emergency
2026-01-09,Insulin,62,ICU
2026-01-09,Antibiotics,28,General
2026-01-09,Antibiotics,27,Emergency
2026-01-09,Antibiotics,43,ICU
2026-01-09,IV Fluids,99,General
2026-01-09,IV Fluids,96,Emergency
2026-01-09,IV Fluids,20,ICU
2026-01-10,Paracetamol,58,General
2026-01-10,Paracetamol,65,Emergency
2026-01-10,Paracetamol,82,ICU
2026-01-10,Amoxicillin,47,General
2026-01-10,Amoxicillin,58,Emergency
2026-01-10,Amoxicillin,50,ICU
2026-01-10,Insulin,78,General
2026-01-10,Insulin,77,Emergency
2026-01-10,Insulin,60,ICU
2026-01-10,Antibiotics,72,General
2026-01-10,Antibiotics,83,Emergency
2026-01-10,Antibiotics,52,ICU
2026-01-10,IV Fluids,96,General
2026-01-10,IV Fluids,155,Emergency
2026-01-10,IV Fluids,26,ICU
2026-01-11,Paracetamol,101,General
2026-01-11,Paracetamol,24,Emergency
2026-01-11,Paracetamol,47,ICU
2026-01-11,Amoxicillin,96,General
2026-01-11,Amoxicillin,93,Emergency
2026-01-11,Amoxicillin,98,ICU
2026-01-11,Insulin,72,General
2026-01-11,Insulin,85,Emergency
2026-01-11,Insulin,39,ICU
2026-01-11,Antibiotics,12,General
2026-01-11,Antibiotics,60,Emergency
2026-01-11,Antibiotics,38,ICU
2026-01-11,IV Fluids,56,General
2026-01-11,IV Fluids,144,Emergency
2026-01-11,IV Fluids,50,ICU
2026-01-12,Paracetamol,96,General
2026-01-12,Paracetamol,88,Emergency
2026-01-12,Paracetamol,20,ICU
2026-01-12,Amoxicillin,92,General
2026-01-12,Amoxicillin,85,Emergency
2026-01-12,Amoxicillin,27,ICU
2026-01-12,Insulin,44,General
2026-01-12,Insulin,68,Emergency
2026-01-12,Insulin,88,ICU
2026-01-12,Antibiotics,49,General
2026-01-12,Antibiotics,51,Emergency
2026-01-12,Antibiotics,47,ICU
2026-01-12,IV Fluids,53,General
2026-01-12,IV Fluids,119,Emergency
2026-01-12,IV Fluids,104,ICU
2026-01-13,Paracetamol,27,General
2026-01-13,Paracetamol,50,Emergency
2026-01-13,Paracetamol,32,ICU
2026-01-13,Amoxicillin,22,General
2026-01-13,Amoxicillin,106,Emergency
2026-01-13,Amoxicillin,48,ICU
2026-01-13,Insulin,87,General
2026-01-13,Insulin,92,Emergency
