date,medicine_name,opening_stock,consumed,received,closing_stock
2026-04-23,IV Fluids,1836,92,0,1744
2026-04-24,Paracetamol,1702,88,0,1614
2026-04-24,Amoxicillin,652,120,0,532
2026-04-24,Insulin,1609,144,0,1465
2026-04-24,Antibiotics,1132,106,0,1026
2026-04-24,IV Fluids,1744,89,0,1655
2026-04-25,Paracetamol,1614,85,0,1529
2026-04-25,Amoxicillin,532,38,0,494
2026-04-25,Insulin,1465,48,0,1417
2026-04-25,Antibiotics,1026,110,0,916
2026-04-25,IV Fluids,1655,91,0,1564
2026-04-26,Paracetamol,1529,27,0,1502
2026-04-26,Amoxicillin,494,33,0,461
2026-04-26,Insulin,1417,114,0,1303
2026-04-26,Antibiotics,916,93,0,823
2026-04-26,IV Fluids,1564,21,0,1543
2026-04-27,Paracetamol,1502,132,0,1370
2026-04-27,Amoxicillin,461,103,0,358
2026-04-27,Insulin,1303,81,0,1222
2026-04-27,Antibiotics,823,31,0,792
2026-04-27,IV Fluids,1543,101,0,1442
2026-04-28,Paracetamol,1370,53,0,1317
2026-04-28,Amoxicillin,358,22,0,336
2026-04-28,Insulin,1222,59,0,1163
2026-04-28,Antibiotics,792,92,0,700
2026-04-28,IV Fluids,1442,35,0,1407
2026-04-29,Paracetamol,1317,26,0,1291
2026-04-29,Amoxicillin,336,106,1067,1297
2026-04-29,Insulin,1163,128,0,1035
2026-04-29,Antibiotics,700,122,0,578
2026-04-29,IV Fluids,1407,42,0,1365
2026-04-30,Paracetamol,1291,22,0,1269
2026-04-30,Amoxicillin,1297,132,0,1165
2026-04-30,Insulin,1035,109,0,926
2026-04-30,Antibiotics,578,112,0,466
2026-04-30,IV Fluids,1365,70,0,1295
2026-05-01,Paracetamol,1269,20,0,1249
2026-05-01,Amoxicillin,1165,61,0,1104
2026-05-01,Insulin,926,115,0,811
2026-05-01,Antibiotics,466,68,0,398
2026-05-01,IV Fluids,1295,69,0,1226
2026-05-02,Paracetamol,1249,110,0,1139
2026-05-02,Amoxicillin,1104,31,0,1073
2026-05-02,Insulin,811,106,0,705
2026-05-02,Antibiotics,398,20,0,378
2026-05-02,IV Fluids,1226,87,0,1139
2026-05-03,Paracetamol,1139,59,0,1080
2026-05-03,Amoxicillin,1073,88,0,985
2026-05-03,Insulin,705,65,0,640
2026-05-03,Antibiotics,378,128,1395,1645
2026-05-03,IV Fluids,1139,41,0,1098
2026-05-04,Paracetamol,1080,110,0,970
2026-05-04,Amoxicillin,985,66,0,919
2026-05-04,Insulin,640,38,0,602
2026-05-04,Antibiotics,1645,116,0,1529
2026-05-04,IV Fluids,1098,132,0,966
2026-05-05,Paracetamol,970,78,0,892
2026-05-05,Amoxicillin,919,149,0,770
2026-05-05,Insulin,602,51,0,551
2026-05-05,Antibiotics,1529,55,0,1474
2026-05-05,IV Fluids,966,40,0,926
2026-05-06,Paracetamol,892,98,0,794
2026-05-06,Amoxicillin,770,128,0,642
2026-05-06,Insulin,551,138,0,413
2026-05-06,Antibiotics,1474,131,0,1343
2026-05-06,IV Fluids,926,85,0,841
2026-05-07,Paracetamol,794,27,0,767
2026-05-07,Amoxicillin,642,36,0,606
2026-05-07,Insulin,413,38,0,375
2026-05-07,Antibiotics,1343,90,0,1253
2026-05-07,IV Fluids,841,128,0,713
2026-05-08,Paracetamol,767,26,0,741
2026-05-08,Amoxicillin,606,73,0,533
2026-05-08,Insulin,375,34,0,341
2026-05-08,Antibiotics,1253,86,0,1167
2026-05-08,IV Fluids,713,33,0,680
2026-05-09,Paracetamol,741,95,0,646
2026-05-09,Amoxicillin,533,43,0,490
2026-05-09,Insulin,341,93,1922,2170
2026-05-09,Antibiotics,1167,108,0,1059
2026-05-09,IV Fluids,680,104,0,576
2026-05-10,Paracetamol,646,100,0,546
2026-05-10,Amoxicillin,490,22,0,468
2026-05-10,Insulin,2170,116,0,2054
2026-05-10,Antibiotics,1059,146,0,913
2026-05-10,IV Fluids,576,113,0,463
2026-05-11,Paracetamol,546,120,0,426
2026-05-11,Amoxicillin,468,140,0,328
2026-05-11,Insulin,2054,101,0,1953
2026-05-11,Antibiotics,913,119,0,794
2026-05-11,IV Fluids,463,37,0,426
2026-05-12,Paracetamol,426,123,0,303
2026-05-12,Amoxicillin,328,86,1953,2195
2026-05-12,Insulin,1953,65,0,1888
2026-05-12,Antibiotics,794,49,0,745
2026-05-12,IV Fluids,426,89,0,337
2026-05-13,Paracetamol,303,108,1721,1916
2026-05-13,Amoxicillin,2195,97,0,2098
2026-05-13,Insulin,1888,107,0,1781
2026-05-13,Antibiotics,745,121,0,624
2026-05-13,IV Fluids,337,73,1295,1559
2026-05-14,Paracetamol,1916,47,0,1869
2026-05-14,Amoxicillin,2098,63,0,2035
2026-05-14,Insulin,1781,32,0,1749
2026-05-14,Antibiotics,624,141,0,483
2026-05-14,IV Fluids,1559,34,0,1525
2026-05-15,Paracetamol,1869,92,0,1777
2026-05-15,Amoxicillin,2035,77,0,1958
2026-05-15,Insulin,1749,140,0,1609
2026-05-15,Antibiotics,483,51,0,432
2026-05-15,IV Fluids,1525,133,0,1392
2026-05-16,Paracetamol,1777,49,0,1728
2026-05-16,Amoxicillin,1958,39,0,1919
2026-05-16,Insulin,1609,118,0,1491
2026-05-16,Antibiotics,432,64,0,368
2026-05-16,IV Fluids,1392,36,0,1356
2026-05-17,Paracetamol,1728,52,0,1676
2026-05-17,Amoxicillin,1919,72,0,1847
2026-05-17,Insulin,1491,98,0,1393
2026-05-17,Antibiotics,368,107,1971,2232
2026-05-17,IV Fluids,1356,105,0,1251
2026-05-18,Paracetamol,1676,129,0,1547
2026-05-18,Amoxicillin,1847,109,0,1738
2026-05-18,Insulin,1393,130,0,1263
2026-05-18,Antibiotics,2232,146,0,2086
2026-05-18,IV Fluids,1251,93,0,1158
2026-05-19,Paracetamol,1547,83,0,1464
2026-05-19,Amoxicillin,1738,147,0,1591
2026-05-19,Insulin,1263,41,0,1222
2026-05-19,Antibiotics,2086,89,0,1997
2026-05-19,IV Fluids,1158,133,0,1025
2026-05-20,Paracetamol,1464,82,0,1382
2026-05-20,Amoxicillin,1591,84,0,1507
2026-05-20,Insulin,1222,20,0,1202
2026-05-20,Antibiotics,1997,111,0,1886
2026-05-20,IV Fluids,1025,20,0,1005
2026-05-21,Paracetamol,1382,132,0,1250
2026-05-21,Amoxicillin,1507,84,0,1423
2026-05-21,Insulin,1202,141,0,1061
2026-05-21,Antibiotics,1886,43,0,1843
2026-05-21,IV Fluids,1005,95,0,910
2026-05-22,Paracetamol,1250,44,0,1206
2026-05-22,Amoxicillin,1423,126,0,1297
2026-05-22,Insulin,1061,131,0,930
2026-05-22,Antibiotics,1843,20,0,1823
2026-05-22,IV Fluids,910,87,0,823
2026-05-23,Paracetamol,1206,100,0,1106
2026-05-23,Amoxicillin,1297,141,0,1156
2026-05-23,Insulin,930,49,0,881
2026-05-23,Antibiotics,1823,72,0,1751
2026-05-23,IV Fluids,823,58,0,765
2026-05-24,Paracetamol,1106,47,0,1059
2026-05-24,Amoxicillin,1156,116,0,1040
2026-05-24,Insulin,881,37,0,844
2026-05-24,Antibiotics,1751,122,0,1629
2026-05-24,IV Fluids,765,59,0,706
2026-05-25,Paracetamol,1059,148,0,911
2026-05-25,Amoxicillin,1040,140,0,900
2026-05-25,Insulin,844,71,0,773
2026-05-25,Antibiotics,1629,63,0,1566
2026-05-25,IV Fluids,706,22,0,684
2026-05-26,Paracetamol,911,22,0,889
2026-05-26,Amoxicillin,900,66,0,834
2026-05-26,Insulin,773,48,0,725
2026-05-26,Antibiotics,1566,69,0,1497
2026-05-26,IV Fluids,684,134,0,550
2026-05-27,Paracetamol,889,58,0,831
2026-05-27,Amoxicillin,834,105,0,729
2026-05-27,Insulin,725,124,0,601
2026-05-27,Antibiotics,1497,66,0,1431
2026-05-27,IV Fluids,550,127,0,423
2026-05-28,Paracetamol,831,120,0,711
2026-05-28,Amoxicillin,729,89,0,640
2026-05-28,Insulin,601,61,0,540
2026-05-28,Antibiotics,1431,114,0,1317
2026-05-28,IV Fluids,423,22,0,401
2026-05-29,Paracetamol,711,123,0,588
2026-05-29,Amoxicillin,640,135,0,505
2026-05-29,Insulin,540,100,0,440
2026-05-29,Antibiotics,1317,145,0,1172
2026-05-29,IV Fluids,401,139,1948,2210
2026-05-30,Paracetamol,588,74,0,514
2026-05-30,Amoxicillin,505,143,0,362
2026-05-30,Insulin,440,58,0,382
2026-05-30,Antibiotics,1172,41,0,1131
2026-05-30,IV Fluids,2210,116,0,2094
2026-05-31,Paracetamol,514,69,0,445
2026-05-31,Amoxicillin,362,53,0,309
2026-05-31,Insulin,382,85,1107,1404
2026-05-31,Antibiotics,1131,148,0,983
2026-05-31,IV Fluids,2094,114,0,1980
2026-06-01,Paracetamol,445,66,0,379
2026-06-01,Amoxicillin,309,110,1115,1314
2026-06-01,Insulin,1404,69,0,1335
2026-06-01,Antibiotics,983,116,0,867
2026-06-01,IV Fluids,1980,51,0,1929
2026-06-02,Paracetamol,379,20,0,359
2026-06-02,Amoxicillin,1314,36,0,1278
2026-06-02,Insulin,1335,21,0,1314
2026-06-02,Antibiotics,867,135,0,732
2026-06-02,IV Fluids,1929,25,0,1904
2026-06-03,Paracetamol,359,128,1993,2224
2026-06-03,Amoxicillin,1278,38,0,1240
2026-06-03,Insulin,1314,60,0,1254
2026-06-03,Antibiotics,732,124,0,608
2026-06-03,IV Fluids,1904,77,0,1827
2026-06-04,Paracetamol,2224,53,0,2171
2026-06-04,Amoxicillin,1240,142,0,1098
2026-06-04,Insulin,1254,39,0,1215
2026-06-04,Antibiotics,608,127,0,481
2026-06-04,IV Fluids,1827,42,0,1785
2026-06-05,Paracetamol,2171,118,0,2053
2026-06-05,Amoxicillin,1098,31,0,1067
2026-06-05,Insulin,1215,67,0,1148
2026-06-05,Antibiotics,481,21,0,460
2026-06-05,IV Fluids,1785,32,0,1753
2026-06-06,Paracetamol,2053,57,0,1996
2026-06-06,Amoxicillin,1067,146,0,921
2026-06-06,Insulin,1148,129,0,1019
2026-06-06,Antibiotics,460,22,0,438
2026-06-06,IV Fluids,1753,52,0,1701
2026-06-07,Paracetamol,1996,70,0,1926
2026-06-07,Amoxicillin,921,51,0,870
2026-06-07,Insulin,1019,106,0,913
2026-06-07,Antibiotics,438,21,0,417
2026-06-07,IV Fluids,1701,83,0,1618
2026-06-08,Paracetamol,1926,122,0,1804
2026-06-08,Amoxicillin,870,80,0,790
2026-06-08,Insulin,913,59,0,854
2026-06-08,Antibiotics,417,105,0,312
2026-06-08,IV Fluids,1618,146,0,1472
2026-06-09,Paracetamol,1804,22,0,1782
2026-06-09,Amoxicillin,790,84,0,706
2026-06-09,Insulin,854,139,0,715
2026-06-09,Antibiotics,312,125,1951,2138
2026-06-09,IV Fluids,1472,51,0,1421
2026-06-10,Paracetamol,1782,56,0,1726
2026-06-10,Amoxicillin,706,21,0,685
2026-06-10,Insulin,715,127,0,588
2026-06-10,Antibiotics,2138,70,0,2068
2026-06-10,IV Fluids,1421,99,0,1322
2026-06-11,Paracetamol,1726,103,0,1623
2026-06-11,Amoxicillin,685,148,0,537
2026-06-11,Insulin,588,50,0,538
2026-06-11,Antibiotics,2068,85,0,1983
2026-06-11,IV Fluids,1322,53,0,1269
2026-06-12,Paracetamol,1623,48,0,1575
2026-06-12,Amoxicillin,537,73,0,464
2026-06-12,Insulin,538,107,0,431
2026-06-12,Antibiotics,1983,136,0,1847
2026-06-12,IV Fluids,1269,52,0,1217
2026-06-13,Paracetamol,1575,113,0,1462
2026-06-13,Amoxicillin,464,21,0,443
2026-06-13,Insulin,431,133,1804,2102
2026-06-13,Antibiotics,1847,85,0,1762
2026-06-13,IV Fluids,1217,69,0,1148
2026-06-14,Paracetamol,1462,138,0,1324
2026-06-14,Amoxicillin,443,138,0,305
2026-06-14,Insulin,2102,132,0,1970
2026-06-14,Antibiotics,1762,70,0,1692
2026-06-14,IV Fluids,1148,89,0,1059
2026-06-15,Paracetamol,1324,53,0,1271
2026-06-15,Amoxicillin,305,23,1839,2121
2026-06-15,Insulin,1970,142,0,1828
2026-06-15,Antibiotics,1692,72,0,1620
2026-06-15,IV Fluids,1059,120,0,939
2026-06-16,Paracetamol,1271,42,0,1229
2026-06-16,Amoxicillin,2121,131,0,1990
2026-06-16,Insulin,1828,88,0,1740
2026-06-16,Antibiotics,1620,22,0,1598
2026-06-16,IV Fluids,939,114,0,825
2026-06-17,Paracetamol,1229,27,0,1202
2026-06-17,Amoxicillin,1990,121,0,1869
2026-06-17,Insulin,1740,122,0,1618
2026-06-17,Antibiotics,1598,56,0,1542
2026-06-17,IV Fluids,825,84,0,741
2026-06-18,Paracetamol,1202,79,0,1123
2026-06-18,Amoxicillin,1869,144,0,1725
2026-06-18,Insulin,1618,104,0,1514
2026-06-18,Antibiotics,1542,91,0,1451
2026-06-18,IV Fluids,741,104,0,637
2026-06-19,Paracetamol,1123,80,0,1043
2026-06-19,Amoxicillin,1725,137,0,1588
2026-06-19,Insulin,1514,90,0,1424
2026-06-19,Antibiotics,1451,125,0,1326
2026-06-19,IV Fluids,637,44,0,593
2026-06-20,Paracetamol,1043,124,0,919
2026-06-20,Amoxicillin,1588,83,0,1505
2026-06-20,Insulin,1424,103,0,1321
2026-06-20,Antibiotics,1326,129,0,1197
2026-06-20,IV Fluids,593,37,0,556
2026-06-21,Paracetamol,919,149,0,770
2026-06-21,Amoxicillin,1505,78,0,1427
2026-06-21,Insulin,1321,22,0,1299
2026-06-21,Antibiotics,1197,71,0,1126
2026-06-21,IV Fluids,556,129,0,427
2026-06-22,Paracetamol,770,146,0,624
2026-06-22,Amoxicillin,1427,125,0,1302
2026-06-22,Insulin,1299,132,0,1167
2026-06-22,Antibiotics,1126,91,0,1035
2026-06-22,IV Fluids,427,47,0,380
2026-06-23,Paracetamol,624,149,0,475
2026-06-23,Amoxicillin,1302,120,0,1182
2026-06-23,Insulin,1167,54,0,1113
2026-06-23,Antibiotics,1035,122,0,913
2026-06-23,IV Fluids,380,36,0,344
2026-06-24,Paracetamol,475,108,0,367
2026-06-24,Amoxicillin,1182,28,0,1154
2026-06-24,Insulin,1113,48,0,1065
2026-06-24,Antibiotics,913,47,0,866
2026-06-24,IV Fluids,344,80,1931,2195
2026-06-25,Paracetamol,367,141,1767,1993
2026-06-25,Amoxicillin,1154,117,0,1037
2026-06-25,Insulin,1065,60,0,1005
2026-06-25,Antibiotics,866,23,0,843
2026-06-25,IV Fluids,2195,81,0,2114
2026-06-26,Paracetamol,1993,96,0,1897
2026-06-26,Amoxicillin,1037,87,0,950
2026-06-26,Insulin,1005,120,0,885
2026-06-26,Antibiotics,843,125,0,718
2026-06-26,IV Fluids,2114,75,0,2039
2026-06-27,Paracetamol,1897,127,0,1770
2026-06-27,Amoxicillin,950,126,0,824
2026-06-27,Insulin,885,136,0,749
2026-06-27,Antibiotics,718,34,0,684
2026-06-27,IV Fluids,2039,101,0,1938
2026-06-28,Paracetamol,1770,125,0,1645
2026-06-28,Amoxicillin,824,51,0,773
2026-06-28,Insulin,749,96,0,653
2026-06-28,Antibiotics,684,71,0,613
2026-06-28,IV Fluids,1938,70,0,1868
2026-06-29,Paracetamol,1645,89,0,1556
2026-06-29,Amoxicillin,773,58,0,715
2026-06-29,Insulin,653,115,0,538
2026-06-29,Antibiotics,613,145,0,468
2026-06-29,IV Fluids,1868,55,0,1813
2026-06-30,Paracetamol,1556,132,0,1424
2026-06-30,Amoxicillin,715,121,0,594
2026-06-30,Insulin,538,66,0,472
2026-06-30,Antibiotics,468,42,0,426
2026-06-30,IV Fluids,1813,24,0,1789
2026-07-01,Paracetamol,1424,124,0,1300
2026-07-01,Amoxicillin,594,116,0,478
2026-07-01,Insulin,472,59,0,413
2026-07-01,Antibiotics,426,71,0,355
2026-07-01,IV Fluids,1789,149,0,1640
2026-07-02,Paracetamol,1300,61,0,1239
2026-07-02,Amoxicillin,478,23,0,455
2026-07-02,Insulin,413,58,0,355
2026-07-02,Antibiotics,355,32,0,323
2026-07-02,IV Fluids,1640,49,0,1591
2026-07-03,Paracetamol,1239,40,0,1199
2026-07-03,Amoxicillin,455,70,0,385
2026-07-03,Insulin,355,85,1910,2180
2026-07-03,Antibiotics,323,142,1067,1248
2026-07-03,IV Fluids,1591,95,0,1496
2026-07-04,Paracetamol,1199,133,0,1066
2026-07-04,Amoxicillin,385,126,1834,2093
2026-07-04,Insulin,2180,84,0,2096
2026-07-04,Antibiotics,1248,104,0,1144
2026-07-04,IV Fluids,1496,146,0,1350
2026-07-05,Paracetamol,1066,26,0,1040
2026-07-05,Amoxicillin,2093,63,0,2030
2026-07-05,Insulin,2096,127,0,1969
2026-07-05,Antibiotics,1144,137,0,1007
2026-07-05,IV Fluids,1350,110,0,1240
2026-07-06,Paracetamol,1040,126,0,914
2026-07-06,Amoxicillin,2030,143,0,1887
2026-07-06,Insulin,1969,26,0,1943
2026-07-06,Antibiotics,1007,88,0,919
2026-07-06,IV Fluids,1240,93,0,1147
2026-07-07,Paracetamol,914,79,0,835
2026-07-07,Amoxicillin,1887,71,0,1816
2026-07-07,Insulin,1943,52,0,1891
2026-07-07,Antibiotics,919,125,0,794
2026-07-07,IV Fluids,1147,61,0,1086
2026-07-08,Paracetamol,835,87,0,748
2026-07-08,Amoxicillin,1816,124,0,1692
2026-07-08,Insulin,1891,48,0,1843
2026-07-08,Antibiotics,794,99,0,695
2026-07-08,IV Fluids,1086,149,0,937
2026-07-09,Paracetamol,748,87,0,661
2026-07-09,Amoxicillin,1692,129,0,1563
2026-07-09,Insulin,1843,81,0,1762
2026-07-09,Antibiotics,695,135,0,560
2026-07-09,IV Fluids,937,79,0,858
2026-07-10,Paracetamol,661,28,0,633
2026-07-10,Amoxicillin,1563,103,0,1460
2026-07-10,Insulin,1762,145,0,1617
2026-07-10,Antibiotics,560,141,0,419
2026-07-10,IV Fluids,858,138,0,720
2026-07-11,Paracetamol,633,144,0,489
2026-07-11,Amoxicillin,1460,85,0,1375
2026-07-11,Insulin,1617,86,0,1531
2026-07-11,Antibiotics,419,109,0,310
2026-07-11,IV Fluids,720,47,0,673
2026-07-12,Paracetamol,489,105,0,384
2026-07-12,Amoxicillin,1375,91,0,1284
2026-07-12,Insulin,1531,103,0,1428
2026-07-12,Antibiotics,310,25,1610,1895
2026-07-12,IV Fluids,673,115,0,558
2026-07-13,Paracetamol,384,107,1993,2270
2026-07-13,Amoxicillin,1284,45,0,1239
2026-07-13,Insulin,1428,107,0,1321
2026-07-13,Antibiotics,1895,133,0,1762
2026-07-13,IV Fluids,558,78,0,480
2026-07-14,Paracetamol,2270,116,0,2154
2026-07-14,Amoxicillin,1239,67,0,1172
2026-07-14,Insulin,1321,45,0,1276
2026-07-14,Antibiotics,1762,122,0,1640
2026-07-14,IV Fluids,480,69,0,411
2026-07-15,Paracetamol,2154,73,0,2081
2026-07-15,Amoxicillin,1172,128,0,1044
2026-07-15,Insulin,1276,54,0,1222
2026-07-15,Antibiotics,1640,140,0,1500
2026-07-15,IV Fluids,411,88,0,323
2026-07-16,Paracetamol,2081,98,0,1983
2026-07-16,Amoxicillin,1044,74,0,970
2026-07-16,Insulin,1222,145,0,1077
2026-07-16,Antibiotics,1500,49,0,1451
2026-07-16,IV Fluids,323,28,1686,1981
2026-07-17,Paracetamol,1983,134,0,1849
2026-07-17,Amoxicillin,970,62,0,908
2026-07-17,Insulin,1077,85,0,992
2026-07-17,Antibiotics,1451,60,0,1391
2026-07-17,IV Fluids,1981,82,0,1899
2026-07-18,Paracetamol,1849,86,0,1763
2026-07-18,Amoxicillin,908,70,0,838
2026-07-18,Insulin,992,62,0,930
2026-07-18,Antibiotics,1391,144,0,1247
2026-07-18,IV Fluids,1899,148,0,1751
2026-07-19,Paracetamol,1763,21,0,1742
2026-07-19,Amoxicillin,838,89,0,749
2026-07-19,Insulin,930,118,0,812
2026-07-19,Antibiotics,1247,97,0,1150
2026-07-19,IV Fluids,1751,133,0,1618
2026-07-20,Paracetamol,1742,96,0,1646
2026-07-20,Amoxicillin,749,123,0,626
2026-07-20,Insulin,812,27,0,785
2026-07-20,Antibiotics,1150,72,0,1078
2026-07-20,IV Fluids,1618,65,0,1553
2026-07-21,Paracetamol,1646,30,0,1616
2026-07-21,Amoxicillin,626,109,0,517
2026-07-21,Insulin,785,144,0,641
2026-07-21,Antibiotics,1078,56,0,1022
2026-07-21,IV Fluids,1553,71,0,1482
2026-07-22,Paracetamol,1616,20,0,1596
2026-07-22,Amoxicillin,517,101,0,416
2026-07-22,Insulin,641,48,0,593
2026-07-22,Antibiotics,1022,124,0,898
2026-07-22,IV Fluids,1482,126,0,1356
2026-07-23,Paracetamol,1596,53,0,1543
2026-07-23,Amoxicillin,416,62,0,354
2026-07-23,Insulin,593,31,0,562
2026-07-23,Antibiotics,898,30,0,868
2026-07-23,IV Fluids,1356,42,0,1314
2026-07-24,Paracetamol,1543,51,0,1492
2026-07-24,Amoxicillin,354,114,1458,1698
2026-07-24,Insulin,562,101,0,461
2026-07-24,Antibiotics,868,139,0,729
2026-07-24,IV Fluids,1314,36,0,1278
2026-07-25,Paracetamol,1492,77,0,1415
2026-07-25,Amoxicillin,1698,38,0,1660
2026-07-25,Insulin,461,134,0,327
2026-07-25,Antibiotics,729,65,0,664
2026-07-25,IV Fluids,1278,116,0,1162
2026-07-26,Paracetamol,1415,58,0,1357
2026-07-26,Amoxicillin,1660,77,0,1583
2026-07-26,Insulin,327,111,1061,1277
2026-07-26,Antibiotics,664,77,0,587
2026-07-26,IV Fluids,1162,110,0,1052
2026-07-27,Paracetamol,1357,67,0,1290
2026-07-27,Amoxicillin,1583,127,0,1456
2026-07-27,Insulin,1277,92,0,1185
2026-07-27,Antibiotics,587,82,0,505
2026-07-27,IV Fluids,1052,46,0,1006
2026-07-28,Paracetamol,1290,121,0,1169
2026-07-28,Amoxicillin,1456,64,0,1392
2026-07-28,Insulin,1185,100,0,1085
2026-07-28,Antibiotics,505,96,0,409
2026-07-28,IV Fluids,1006,33,0,973
2026-07-29,Paracetamol,1169,72,0,1097
2026-07-29,Amoxicillin,1392,66,0,1326
2026-07-29,Insulin,1085,30,0,1055
2026-07-29,Antibiotics,409,60,0,349
2026-07-29,IV Fluids,973,82,0,891
2026-07-30,Paracetamol,1097,119,0,978
2026-07-30,Amoxicillin,1326,120,0,1206
2026-07-30,Insulin,1055,23,0,1032
2026-07-30,Antibiotics,349,138,1299,1510
2026-07-30,IV Fluids,891,128,0,763
2026-07-31,Paracetamol,978,132,0,846
2026-07-31,Amoxicillin,1206,128,0,1078
2026-07-31,Insulin,1032,51,0,981
2026-07-31,Antibiotics,1510,102,0,1408
2026-07-31,IV Fluids,763,141,0,622
2026-08-01,Paracetamol,846,55,0,791
2026-08-01,Amoxicillin,1078,115,0,963
2026-08-01,Insulin,981,111,0,870
2026-08-01,Antibiotics,1408,29,0,1379
2026-08-01,IV Fluids,622,21,0,601
2026-08-02,Paracetamol,791,86,0,705
2026-08-02,Amoxicillin,963,122,0,841
2026-08-02,Insulin,870,79,0,791
2026-08-02,Antibiotics,1379,26,0,1353
2026-08-02,IV Fluids,601,108,0,493
2026-08-03,Paracetamol,705,110,0,595
2026-08-03,Amoxicillin,841,109,0,732
2026-08-03,Insulin,791,61,0,730
2026-08-03,Antibiotics,1353,119,0,1234
2026-08-03,IV Fluids,493,66,0,427
2026-08-04,Paracetamol,595,129,0,466
2026-08-04,Amoxicillin,732,41,0,691
2026-08-04,Insulin,730,36,0,694
2026-08-04,Antibiotics,1234,31,0,1203
2026-08-04,IV Fluids,427,138,1139,1428
2026-08-05,Paracetamol,466,48,0,418
2026-08-05,Amoxicillin,691,95,0,596
2026-08-05,Insulin,694,112,0,582
2026-08-05,Antibiotics,1203,114,0,1089
2026-08-05,IV Fluids,1428,126,0,1302
2026-08-06,Paracetamol,418,146,1568,1840
2026-08-06,Amoxicillin,596,117,0,479
2026-08-06,Insulin,582,54,0,528
2026-08-06,Antibiotics,1089,73,0,1016
2026-08-06,IV Fluids,1302,75,0,1227
2026-08-07,Paracetamol,1840,120,0,1720
2026-08-07,Amoxicillin,479,120,0,359
2026-08-07,Insulin,528,76,0,452
2026-08-07,Antibiotics,1016,120,0,896
2026-08-07,IV Fluids,1227,34,0,1193
2026-08-08,Paracetamol,1720,120,0,1600
2026-08-08,Amoxicillin,359,45,0,314
2026-08-08,Insulin,452,139,0,313
2026-08-08,Antibiotics,896,139,0,757
2026-08-08,IV Fluids,1193,44,0,1149
2026-08-09,Paracetamol,1600,108,0,1492
2026-08-09,Amoxicillin,314,100,1638,1852
2026-08-09,Insulin,313,102,1814,2025
2026-08-09,Antibiotics,757,44,0,713
2026-08-09,IV Fluids,1149,139,0,1010
2026-08-10,Paracetamol,1492,74,0,1418
2026-08-10,Amoxicillin,1852,144,0,1708
2026-08-10,Insulin,2025,141,0,1884
2026-08-10,Antibiotics,713,89,0,624
2026-08-10,IV Fluids,1010,137,0,873
2026-08-11,Paracetamol,1418,145,0,1273
2026-08-11,Amoxicillin,1708,50,0,1658
2026-08-11,Insulin,1884,66,0,1818
2026-08-11,Antibiotics,624,28,0,596
2026-08-11,IV Fluids,873,75,0,798
2026-08-12,Paracetamol,1273,37,0,1236
2026-08-12,Amoxicillin,1658,126,0,1532
2026-08-12,Insulin,1818,74,0,1744
2026-08-12,Antibiotics,596,122,0,474
2026-08-12,IV Fluids,798,70,0,728
2026-08-13,Paracetamol,1236,138,0,1098
2026-08-13,Amoxicillin,1532,146,0,1386
2026-08-13,Insulin,1744,65,0,1679
2026-08-13,Antibiotics,474,110,0,364
2026-08-13,IV Fluids,728,119,0,609
2026-08-14,Paracetamol,1098,68,0,1030
2026-08-14,Amoxicillin,1386,23,0,1363
2026-08-14,Insulin,1679,139,0,1540
2026-08-14,Antibiotics,364,92,1187,1459
2026-08-14,IV Fluids,609,73,0,536
2026-08-15,Paracetamol,1030,96,0,934
2026-08-15,Amoxicillin,1363,140,0,1223
2026-08-15,Insulin,1540,52,0,1488
2026-08-15,Antibiotics,1459,117,0,1342
2026-08-15,IV Fluids,536,67,0,469
2026-08-16,Paracetamol,934,61,0,873
2026-08-16,Amoxicillin,1223,53,0,1170
2026-08-16,Insulin,1488,75,0,1413
2026-08-16,Antibiotics,1342,145,0,1197
2026-08-16,IV Fluids,469,123,0,346
2026-08-17,Paracetamol,873,21,0,852
2026-08-17,Amoxicillin,1170,48,0,1122
2026-08-17,Insulin,1413,103,0,1310
2026-08-17,Antibiotics,1197,148,0,1049
2026-08-17,IV Fluids,346,91,1044,1299
2026-08-18,Paracetamol,852,137,0,715
2026-08-18,Amoxicillin,1122,97,0,1025
2026-08-18,Insulin,1310,148,0,1162
2026-08-18,Antibiotics,1049,45,0,1004
2026-08-18,IV Fluids,1299,132,0,1167
2026-08-19,Paracetamol,715,132,0,583
2026-08-19,Amoxicillin,1025,63,0,962
2026-08-19,Insulin,1162,113,0,1049
2026-08-19,Antibiotics,1004,104,0,900
2026-08-19,IV Fluids,1167,112,0,1055
2026-08-20,Paracetamol,583,112,0,471
2026-08-20,Amoxicillin,962,60,0,902
2026-08-20,Insulin,1049,66,0,983
2026-08-20,Antibiotics,900,46,0,854
2026-08-20,IV Fluids,1055,33,0,1022
2026-08-21,Paracetamol,471,105,0,366
2026-08-21,Amoxicillin,902,118,0,784
2026-08-21,Insulin,983,35,0,948
2026-08-21,Antibiotics,854,54,0,800
2026-08-21,IV Fluids,1022,70,0,952
2026-08-22,Paracetamol,366,119,1243,1490
2026-08-22,Amoxicillin,784,29,0,755
2026-08-22,Insulin,948,127,0,821
2026-08-22,Antibiotics,800,110,0,690
2026-08-22,IV Fluids,952,74,0,878
2026-08-23,Paracetamol,1490,101,0,1389
